coGN_ReadoutComponent1_Feature62_fold0,coGN_ReadoutComponent2_Feature1_fold0,coGN_ReadoutComponent5_Feature7_fold0,coGN_ReadoutComponent1_Feature73_fold0,coGN_ReadoutComponent1_Feature117_fold0,coGN_ReadoutComponent1_Feature71_fold0,coGN_ReadoutComponent1_Feature3_fold0,coGN_ReadoutComponent2_Feature47_fold0,coGN_ReadoutComponent4_Feature62_fold0,coGN_ReadoutComponent3_Feature47_fold0,target
0.3103131,0.50840443,-0.48057133,-1.4030857,-0.17650896,-1.4461162,-1.1498119,-0.83642465,-0.32112536,0.07840748,0.54
1.1348082,-1.2145246,-0.58659583,0.38152772,-1.4079318,-2.0453224,-0.8502473,-0.7604661,-0.69790524,-0.6005175,0.76
4.646191,1.0828366,,5.3830996,-0.75907624,0.26253232,-0.93175757,-0.8056381,,-0.17016938,1.32
0.88737893,-2.5202503,,4.291685,1.1332377,1.4257462,0.21345931,-0.11399308,0.8456483,0.40626696,2.4
10.875579,-3.214958,0.0090380795,-6.0805993,8.083509,2.8101354,4.403412,0.78417194,5.0059595,3.766685,4.22
2.1771188,-0.92225635,-0.44824824,0.29626387,-1.5190407,-1.9985179,-1.2846916,-1.5565269,-0.3608435,-0.45966896,0.6
0.18780299,0.47514874,,2.2421854,-2.676273,-2.5305438,-1.4145136,0.5140353,0.38776577,2.1365876,1.8
-0.186148,-2.8886473,-0.3325987,3.3339095,-3.718185,-1.9784396,-1.6014248,-0.20832287,-0.18065582,-0.112332344,1.02
6.862335,0.12324746,-0.2325427,-2.3245933,3.5218415,1.3943185,0.2579713,-1.8204461,-0.7293509,-0.33741885,1.52
3.7347143,0.70094514,-0.26746318,0.3325939,-0.4108788,-1.0079265,-1.3184289,-1.1094518,-0.3307801,-1.6533539,1.02
3.03151,-2.125313,-0.42336828,-1.2657484,0.2148925,-1.0437622,-0.41123495,-0.6373959,-0.9887122,-0.59172577,1.54
2.7234776,0.60057974,-0.31097436,-0.50746274,1.7545357,0.19077879,0.3948022,-2.5534418,-0.3239509,-1.5756364,1.22
1.0064915,-0.15609658,-0.3228137,-0.26760334,-1.2986343,-0.8522599,-0.64095885,-1.6126424,-0.33199027,-0.37323716,0.44
1.4765518,-3.0264678,-0.23707232,-1.2406504,-0.8503318,-1.2548279,-1.4114134,-0.21554822,-0.26442778,-0.51240116,1.26
0.30612034,0.44841206,-0.39609823,-0.7988163,-0.50328416,-1.501143,-1.0206519,-2.139289,-0.33548808,-0.33965576,0.36
1.5884668,-2.709553,,-2.361809,3.271181,1.5811868,0.36179018,0.6870459,0.30441445,-0.5244585,2.1
0.26309288,-0.60778993,,-2.17117,1.2892237,-1.1197675,-1.4113764,-0.39339808,-0.09007806,-0.43565017,0.88
4.040989,-1.5678666,,-0.542951,0.38574472,0.10099418,-0.8306641,-0.88723314,-0.21881817,-0.70234215,1.14
-0.22364123,-1.1693891,,-0.3449692,-0.4297648,-1.3563614,-0.753694,2.3839538,,1.397225,1.88
5.8905845,-3.3771482,-0.28232157,0.97375774,-0.7194207,0.69863576,-0.38240594,-0.40830916,2.1643884,1.8716784,2.82
-0.28708494,0.24967071,-0.34328306,-1.8551613,1.3995297,-0.99391097,-0.44332856,-1.5131177,-0.24767378,-0.21890874,0.2
1.6948279,-0.5282661,-0.5090148,1.6408073,-2.3690224,-1.3637092,-1.5119438,-0.7958195,-0.20880023,-0.09108152,0.92
-0.10128252,-2.8921022,-0.46688306,4.009661,-2.6582043,-2.1143918,-0.97509736,-0.066292405,-0.20625803,-1.1271544,0.86
0.63802224,-2.505652,,3.1018398,0.027122773,0.091089316,-0.85312283,-0.24255008,0.34852982,0.27312133,1.38
0.826235,-1.0138433,-0.2940587,2.5944662,-0.8480584,0.0898266,-1.3181804,-1.6758267,-0.24987948,0.45308182,1.08
1.428907,-1.2337155,,0.28960896,-1.7949588,-2.09534,-0.97292507,-1.7165891,-0.430454,0.25287762,1.22
-1.3292922,-2.0560648,-0.24471639,0.14357676,-1.6320833,-1.0813829,-1.0151314,0.051743977,-0.25296855,-1.5717663,1.02
-0.8724461,0.6638384,-0.28616586,-0.3135574,-1.3406416,-1.3371469,-1.844286,-0.83493257,-0.53972894,-0.08757502,0.1
-0.23832068,0.910875,,-0.57860494,-1.0183907,-1.5693239,-1.1064541,-0.027934,0.042905487,0.42943683,1.04
0.5352085,-1.4505271,,-1.6406374,-0.15196162,-1.0795925,-1.7309471,0.14619674,-0.10479602,1.9712862,1.88
-1.8045092,-1.4121623,0.6905956,1.8537201,-1.3925698,-1.1164842,-0.9412124,-0.06733845,-0.15799701,0.018913679,1.24
7.071724,0.65210855,-0.36448708,-2.7932513,4.390983,0.17861754,2.0481815,-2.8258018,-0.8882003,-0.3626877,1.86
4.1440268,-1.3240373,-0.43728295,-1.5056144,1.8670055,-0.7148172,-0.7190767,-0.46881732,0.06941275,-1.5488635,2.0
0.5297663,-0.21468054,-0.26849097,-1.8189287,0.74759394,-1.2120045,-1.1363083,-0.47520083,-0.8642702,-0.35240495,1.18
4.2526717,-2.5785413,0.036628693,1.5633186,-1.3362721,-0.08733228,-1.2460037,-0.33878502,2.0279784,0.7554828,1.76
-0.5180791,-2.495617,0.024995029,-0.87059665,0.86266696,-0.19516899,-0.78584397,1.7091184,-0.11370645,1.585269,1.84
-0.32470396,-2.4251041,,0.78790677,-2.5670705,-1.0622494,-1.2010827,2.6438503,1.6790141,5.1669416,2.48
5.552281,-1.4234204,,-1.6482326,2.155377,1.2481033,-0.9028516,0.30665845,-0.041782204,-0.47813466,1.26
2.6788528,-2.5213358,-0.55521196,-0.5085629,-1.7927723,0.17641199,-0.6221729,0.13216682,1.9430399,3.9289906,2.26
0.9891726,-0.11521933,,-0.03332153,-0.55819345,-2.0699823,-0.6606038,-0.07068382,-0.078980096,1.3742481,1.54
7.733884,0.26044393,,-2.0220392,0.83701605,-0.47641796,0.7983567,-0.6315131,,2.5147188,2.58
0.57608914,0.5274795,-0.4665742,-0.8029202,0.57705575,-1.3700229,-1.0184528,-1.2492644,-0.2688033,-0.3636587,0.86
6.738368,-1.7628561,-0.46804008,-1.6809205,4.55222,1.3290147,-0.02008034,0.12592211,-0.08085221,-1.7780983,2.22
1.4689144,-1.1804668,-0.3795796,-1.8362614,0.45579037,-0.2939627,0.39942688,-0.5617608,-0.73071826,-0.35373306,1.92
4.8831487,-2.5574548,-0.08887084,-1.4389585,0.0811351,-0.7588009,0.049574934,0.59632576,3.925224,2.7184467,2.32
1.0990773,-0.5834492,-0.23118114,-0.29695454,-1.258534,-0.86209875,-0.9509796,-0.52733815,-0.29009366,0.10501164,0.64
8.205894,-3.6828477,,3.8268178,1.5854433,2.1574988,2.1052308,1.4393623,4.270728,5.5857487,3.84
-0.3191381,-2.443496,-0.26947853,-0.31191966,-0.35672024,-1.1478317,-0.6296883,-0.2864514,-0.16158463,-1.3694978,1.24
-0.7276554,-0.57707286,,-0.99921024,-1.5160033,-1.0172553,-1.2672892,-1.1049562,-0.2731694,-0.756913,0.44
0.35676566,-0.863068,,-0.73170036,0.08043399,0.09160841,-0.34006885,-0.9591548,-0.19743761,-0.54305667,1.22
6.306319,0.96387386,-0.25055808,-0.43268013,3.846958,0.35638183,1.4857298,-1.5862597,-1.0103984,-0.44239578,1.4
1.6616399,0.48145226,-0.40135938,4.4013,-2.2741065,-1.3927202,-1.6395701,-2.267565,-0.22290501,-1.5665287,0.42
-0.26495346,-4.282477,-0.22088319,-0.29893303,-0.7857925,-2.0810013,-0.44583005,1.2692826,-0.2516094,-0.6484618,0.94
-1.2788862,0.22598207,,-1.2307667,-1.422155,0.10040964,-1.1731533,-1.3475463,-0.28154397,-0.5103461,0.68
2.8610387,-1.5669769,-0.38847148,-2.9362788,1.8532242,0.2843146,-0.24520965,-0.75562495,-0.2712124,-0.5210312,1.42
7.078543,-0.19979988,-0.4345116,-3.272565,4.23546,0.58061993,0.46928158,-1.4813921,-0.38440934,-0.4481804,1.5
9.519483,-2.6348789,-0.09376557,-6.0303335,8.013078,1.9473875,3.4952917,0.61387813,4.6796746,3.501059,3.5
0.35144365,-4.4231086,,-1.112725,1.6799387,-0.78476214,-0.590545,1.2571845,-0.18150538,0.54626435,1.76
3.0645795,-3.294952,-0.4444859,-0.8124904,0.57039374,-0.011547111,0.5873164,-0.6562562,2.453429,2.4157808,2.38
3.5001216,-2.7914577,-0.3853196,-0.22398178,-0.75622225,-0.7776752,-0.57508457,0.22306788,-0.81157124,-0.4397664,1.56
5.0488853,0.5274509,-0.40005094,-0.9681922,0.5473704,-0.9082523,-0.48501027,-1.2895917,-1.0157721,-0.3130727,1.0
2.5365167,0.14583243,,-0.36749235,-1.311597,-0.9177887,-0.9252958,-1.3556464,-0.17290348,-0.6662853,1.18
0.34753183,-0.73569524,,-0.4339619,-1.5359243,-0.3853423,-1.2292889,-0.74798447,-0.24555303,-0.67230344,0.98
-0.44523668,-1.7488365,-0.38565594,3.9266365,-3.6072211,-2.061712,-1.5982333,-0.56249344,-0.36710146,-1.7399831,0.64
7.160145,-3.1194494,,-1.4671286,1.0261252,1.3742864,2.1185815,0.7471819,4.584243,7.8494015,4.34
7.1178927,0.072105765,-0.2758699,-4.1257677,6.255665,0.42001334,0.3605796,-1.5060358,-0.24207264,-0.15332359,1.12
1.4584665,-2.0642521,-0.34596485,0.43206447,-0.19120522,-1.931547,-0.80738777,-0.59033316,-0.07500758,-0.28269964,1.08
0.12949687,0.7461535,,-0.6376607,-1.0786126,-0.59365904,-0.83760864,1.482972,0.14849938,1.1833633,1.74
0.8828577,-1.6828868,,-0.9083403,-0.2578041,0.04746464,-1.2368922,-0.90767837,-0.13291858,-0.618582,0.96
0.52851266,-1.1478931,,0.11775806,-0.5636838,-2.0189338,-0.62399495,0.05915396,-0.2435615,1.7347767,1.56
5.3764663,-1.5628827,-0.18329039,-1.3851631,0.4766881,0.19244245,-0.048986457,-1.3723888,-0.7116369,-0.34328097,1.58
0.94283533,-1.9700171,,-1.9544222,0.26658002,0.26269317,-0.37188286,0.4452926,1.5869566,2.9704342,2.12
-1.806334,0.7747369,,2.198066,-3.3917778,-2.5062077,-1.3927833,-1.2450886,-0.25072294,-0.6708677,0.04
4.6651187,0.3054204,,0.06267296,1.6737953,0.20224635,0.1410648,-1.5389572,-0.28707266,-0.67789364,1.3
-0.24752171,0.39720914,-0.2535414,-1.0390365,-1.2229645,0.10198724,-0.5897421,-1.4557662,-0.25761694,-1.2217238,0.92
2.436213,0.9107046,-0.32329276,1.1194168,0.24578433,0.08808136,-0.62642217,-1.666959,-0.13417612,-0.18486792,1.02
-0.31325752,-1.1939223,,0.15720412,-1.6741583,-1.9979128,-1.5613916,0.8377374,0.25214517,3.1963208,2.12
-0.50803494,-1.5006666,,0.634416,-2.761647,-1.9596026,-1.2285564,-0.7867673,-0.1318744,-0.23429704,0.64
1.093414,0.18053891,-0.43908525,0.03668286,-2.081601,-2.2547364,-1.622804,-1.3517088,-0.54776233,-0.47558704,0.26
0.7415229,-1.8979266,-0.357704,-1.8532628,0.20329154,-0.19272324,-0.46230403,-0.46527866,-0.33216798,-0.08166945,1.6
2.3893385,-1.7447518,,-1.9493479,0.21667072,-0.06848318,0.07844681,-0.42885065,-0.13000003,-0.05313883,2.0
1.2041646,-0.74696386,-0.20896634,-0.66656804,-1.0797887,-1.6137986,-1.2100396,1.7970196,1.2012569,3.851291,1.9
-0.3953433,-2.4862633,,0.7848323,-1.633969,-1.6995367,-0.29971853,1.8387766,1.5249705,4.5727005,2.4
-1.9973193,-1.5616199,-0.37750238,-1.7694391,0.54164344,-0.11789165,-0.66721284,-0.91617984,-0.27229467,-1.609701,1.32
-0.4119629,-4.3583317,,2.339575,1.0984192,0.33403975,-0.51680577,1.4122674,-0.45254594,0.17194073,1.96
2.669838,-3.0715775,,1.5399283,-0.18035458,0.40772054,0.2371021,4.146508,,6.434894,3.64
1.1294444,-3.5836701,,-0.5354974,-0.81621605,5.753048,4.1558433,3.9561706,2.6922603,5.7434034,3.86
5.152423,0.16016573,,-2.0638256,0.537111,-0.98017097,-0.13973412,-1.1813723,0.31672105,2.5152688,2.22
1.6182497,-1.4697434,-0.04014489,-1.1453552,1.6517607,0.17627689,-0.73153704,-0.63688946,-0.20087737,-1.6609955,1.46
0.988906,0.8314065,,0.04352144,1.5316371,1.2791249,0.10822087,-2.7395735,0.086733356,-0.01948521,1.56
5.011993,0.0687948,-0.40185863,-3.2225177,5.6693473,0.20953357,1.125414,-1.055894,-0.504692,-0.49058378,1.12
-0.698678,-1.1559231,,-0.22788629,-1.0539355,-1.1743186,-1.6791766,1.7606295,0.49971297,3.0865316,1.9
1.4904611,-0.129497,-0.41698387,-0.83334094,-1.1783723,-1.827366,-1.3258059,-0.4546536,1.1988178,3.6397173,1.82
0.05894424,0.38512734,,2.1303196,1.29912,0.30658475,-0.6181266,-1.9918851,-0.158221,0.04091793,1.28
6.266544,-0.9409212,,-1.2217846,-0.7978307,-0.7052854,0.025058014,3.09022,,3.05461,2.88
-0.82889616,-2.931088,,-1.3046253,1.0360825,-1.0219113,-1.0327479,0.36946046,-0.29131106,-0.38050488,1.52
0.5576494,0.8319217,-0.40280116,-1.9462521,0.3395852,-0.40684053,-0.35133478,-1.9003131,-0.22707936,-0.3617095,0.96
-0.0039127767,-0.6437373,,0.042249247,-2.0284884,-2.3505192,-1.7615572,-0.7229143,-0.39152265,-0.11845535,0.46
3.8920324,-0.5681138,-0.062407404,-0.85192436,3.2327273,1.0251831,-0.6763306,-0.6391408,-0.119564116,-1.4975159,1.36
5.2771387,0.111841954,,-3.2611563,3.5985324,0.13824299,1.8780994,-0.88062286,-0.6235901,1.0364188,2.0
3.0802588,-0.54765135,,-0.43887025,-1.4510673,-0.50153834,-0.8139098,-0.9521068,-0.17457508,-0.032877248,1.54
3.7286897,-2.1543083,,-3.2450604,4.3791614,0.101080865,0.2555523,-0.08886273,-0.1822573,-0.5411695,1.98
-0.656505,-2.0695355,,-0.30983806,-0.7396325,-2.282723,-0.77701455,-0.17392431,-0.35378525,-0.72810245,0.96
-1.2323182,0.96425533,,-0.050216787,-1.2419729,-1.3661995,-1.6101804,-1.5786678,-0.4796851,-0.7616005,-0.42
0.8983722,-0.41950214,,-1.0345476,0.74250126,-1.4669422,-0.9857049,-0.89591086,-0.051606134,0.059224345,1.7
-0.08329709,0.45722842,-0.39872292,0.70524454,-1.6005754,-2.1545358,-0.62487787,-1.3038528,-0.2326922,-0.2666258,0.46
1.0988014,0.14434904,-0.22807428,-5.600138,5.261442,1.2156253,0.09383874,-1.9617218,-0.23998693,-1.4243169,1.62
2.4520843,-1.8066995,,1.1982166,-1.8306512,-1.261779,-1.89329,0.117349386,-0.33952957,0.0017781351,1.44
6.904672,-1.0117319,-0.4860504,-0.38791507,3.993645,0.4275539,1.1163363,-0.82276934,-0.2984247,-0.5636072,1.68
-1.1764985,-3.1015143,,1.2645108,0.88315237,-1.0924073,-1.263132,-0.020973053,0.20843735,1.3235618,1.92
-0.7722472,0.8592231,-0.49043095,0.42511994,-1.8870399,-2.1317003,-0.9699243,-1.9564079,-0.34411907,-0.069806844,0.56
1.0018954,-0.14229536,,-2.062497,1.3771489,-0.4975691,-0.42122072,-0.8676778,-0.34457162,-0.7267127,1.0
7.5386953,-2.8336477,-0.41318712,-2.0708983,9.181389,1.2067648,5.899989,-0.8198347,3.0968301,3.1166463,3.12
9.340626,-2.0686603,-0.036507443,-0.52600324,4.827998,0.45360634,1.0013317,-0.25019932,0.061024964,-0.19253169,1.86
6.1548743,0.5744054,-0.5043901,-2.9200165,3.865208,0.10720503,0.27672777,-1.3788203,-0.38084924,0.02252113,1.24
2.946427,0.693442,0.26167804,-0.35596704,-1.2204478,-1.0107565,-1.0434601,-1.4858651,0.4413337,-0.10842224,1.34
-0.15580635,0.24274385,-0.3937646,-1.5518347,-0.10879913,-1.552235,-1.0040627,-1.873249,-0.21618065,-1.4216971,0.88
0.2575425,-1.1491574,-0.44748634,-0.9470133,0.5049121,-1.8305544,-0.7357208,-1.1972016,0.024561534,0.16900422,1.38
-0.7606878,-1.4670452,,0.7016676,-1.5544702,-2.1027672,-0.25363144,-0.23786342,0.13915616,1.8541464,1.72
2.0303369,-1.2225796,-0.4702429,-0.6430632,-1.8288699,-0.65581656,-0.72390133,-1.4033836,-0.22855558,-0.4880955,1.16
2.325914,-0.13602263,-0.31301382,-2.7768633,3.380408,0.120573305,-0.010238964,-1.0499048,-0.32068476,-0.14923707,0.98
0.5189873,-0.99378484,-0.5808415,3.2673006,-1.1792171,-0.9704386,-1.4145023,-1.2819343,-0.33977202,1.0112123,0.96
1.0708854,0.24220093,,-0.2637756,1.0855047,0.9877745,-0.04004988,-1.2192403,-0.2679858,-0.1432327,2.1
5.350024,-1.0052775,,-1.5858955,0.25967902,-0.8488327,-0.8037382,-1.4179838,-0.12162444,0.70762134,1.4
1.1564027,0.010205742,,-1.2501515,0.11259991,-1.3518155,-1.099019,0.13489412,-0.005404059,1.3005233,1.72
4.4474354,-2.5272558,0.061088815,-1.4634811,-0.8069938,1.2598327,-0.88760465,-0.5222505,1.0726224,0.72855085,1.74
6.384601,-0.9390405,-0.42156893,-3.1210992,3.162848,1.5740741,0.44114652,-1.1946447,-0.3925602,-0.53487,1.58
4.377771,-1.7424909,-0.32881927,-0.8970281,1.860924,0.2680153,0.60304904,-0.18439008,-0.8262415,-0.41953722,2.14
-0.12593424,-0.6410366,,-2.022624,2.628598,-0.045976207,-0.5742389,-0.6222007,-0.16475268,0.031723514,1.08
2.3622591,-3.7032762,0.10016927,-2.0084937,1.8026842,0.80219245,0.9275765,-0.09165938,4.172822,2.5687041,2.92
4.7986717,-1.2794787,-0.4288486,-3.03983,2.4995577,1.5496244,0.46056753,-0.5497426,-0.7372956,-0.44382602,1.6
0.77877927,0.15759465,-0.42095545,-1.3673313,-0.12401177,-1.4771614,-0.86752105,-1.6017745,-0.90505826,-0.33354217,1.22
-1.6616693,-1.438728,,0.598767,-0.29880258,-1.6743369,-0.79135406,-0.5386215,-0.83746415,0.07119055,1.22
-1.5212629,-0.8443315,-0.38914,-1.6745226,0.6520555,-1.2868443,-0.7733682,-1.1260145,-0.2877931,-1.6654811,0.94
1.8554323,-0.047207307,0.53948784,-0.75458777,-1.3267145,-0.628977,-0.3390522,-0.7689673,3.7432027,1.1054999,1.88
-0.78112906,0.3755951,-0.35600746,-0.5185657,0.44311658,-1.8748797,-0.3989346,-2.480609,-0.20218652,-1.67313,0.56
-0.18419228,0.2449271,-0.48393703,-1.5013708,0.83799434,-1.4852953,-1.0146216,-1.6431919,-0.2361098,0.22389829,0.98
7.7283483,-0.4010079,-0.58908063,-4.224675,4.896234,0.52992463,1.4647177,-1.3386661,-0.524903,-0.32222438,1.86
-1.1791869,-1.2096729,,2.1717572,0.48038244,-0.030976765,-0.5485547,2.1487026,-0.32402328,-0.024290482,1.8
0.29374725,-1.9315134,,1.082312,-2.246123,-1.3698583,-1.9713166,-0.39335176,-0.25015908,-0.75897664,0.9
-0.31279686,0.33798254,-0.1669425,-0.5757293,0.8710152,0.18010859,-0.5259871,-1.3577487,-0.18771969,-1.5108625,0.84
0.48519486,-0.2526033,-0.26017132,-1.8297337,1.0257477,-0.06029354,-0.24504143,-1.1554837,-0.2845284,-1.6715221,1.26
-0.06897724,-2.6735463,,1.6203101,-1.5338717,-0.8572496,-1.4886827,-0.12403573,-0.16184607,-0.07608085,1.54
-0.35050565,-1.387883,-0.17189968,0.60970193,-1.7996526,-2.1060896,-0.5105625,-1.0237792,-0.29873055,-0.6823821,1.18
9.389279,-0.043371916,,-3.323591,5.7707186,0.47669318,0.2785024,-1.0211338,-0.04715154,-0.0474397,2.2
0.2279208,-1.3472252,,-1.0763549,1.0511538,-1.3574935,-1.0178082,-0.14933403,-0.25101084,1.1937928,1.82
2.2812138,-2.8780372,-0.37520272,0.77465296,-2.532709,-1.7104069,-0.73189425,-0.081044324,-0.934076,-0.54609376,1.38
3.0908396,0.0881013,-0.14397988,0.24418053,-0.6137548,-1.9108318,-1.085698,-1.5277493,-1.0772599,-0.32286397,0.7
-0.1860205,-1.4479847,-0.11959046,-1.4588189,-0.052331366,-0.98178816,-1.4831474,0.88706845,-0.29224566,1.1447046,1.6
0.7267534,0.15148577,-0.41293588,-1.4371252,-0.18188658,-1.3772975,-1.3051683,-1.9264972,-0.43193385,-0.4890719,0.58
-0.4271304,-2.3755243,,0.75108033,-1.4667463,-1.5936261,0.19485839,2.605999,2.2673202,5.285259,2.7
4.0706306,0.092602074,-0.30151615,-3.0006747,5.573825,0.11672829,0.6906384,-1.4786437,-0.9218451,-0.30960187,1.22
2.6364553,1.325076,,-0.66794956,-0.70552975,-1.4458069,-0.86604863,2.8893797,,1.3369935,1.92
1.9739394,0.14869732,-0.42403123,-0.23077539,-0.83912164,-2.1045053,-1.1338246,-0.80655974,-0.07207294,1.2897527,1.46
9.776227,0.09506707,-0.2990804,-1.4095281,4.316603,1.2100233,1.9209927,-1.7196739,-0.91787755,-0.4700539,1.74
6.265879,-2.892315,-0.1004954,-3.2400415,5.3937426,1.245511,1.3935691,0.40188295,-1.0279225,-0.4740231,2.26
3.2355611,0.30014002,,-1.7891093,2.4760966,2.7556393,1.5637212,-0.9224447,0.31417382,-0.7601734,2.0
-1.0077572,-1.1376058,-0.03661006,0.29645228,-1.729364,-1.8766632,-1.0071144,-1.3887669,0.42692858,-1.2321203,1.26
0.6536461,0.07909772,-0.31677818,-0.92968905,-0.22677784,0.069816396,-0.29707178,-1.5562422,-0.89391863,-0.35664627,0.86
1.4265997,-0.44215962,-0.28321368,-0.5910778,-1.2390095,-0.5791716,-0.033939578,2.0528274,4.284087,1.4011793,1.92
0.9169478,-0.14212482,-0.4558814,-0.64294916,-0.7596145,-1.4519882,-0.78353053,-1.8153368,-0.89233553,-0.5908596,1.12
-2.215255,0.20352626,,-0.7175446,0.74796396,-0.33756122,-0.5807912,-1.6080555,-0.27965617,0.16410194,1.56
1.7796634,0.8970914,-0.42848015,-1.2020458,-1.0175333,-1.2634672,-1.3057039,-1.1629037,-0.15642475,-1.1651725,0.86
-1.1588311,-2.192795,,0.11905774,0.89347386,-1.2352177,-1.501183,3.0166888,-0.53552485,1.6075624,2.1
1.51895,0.23658216,-0.32630453,-1.9572523,0.77035046,-0.48975825,-0.7096524,-1.856235,-0.5839984,-0.46826994,1.28
-1.4075881,0.14043556,-0.23441386,-0.83865064,-0.96218675,-1.618339,-1.1311222,-1.6631273,-0.06190919,0.15146497,1.12
-0.5428605,-0.023101956,-0.49448532,-0.16904607,-0.47916597,-1.1648437,-0.18747696,-1.8232636,-0.31732506,-1.6981494,0.98
-0.21454461,-2.6153784,-0.20701975,-1.5861701,-0.10444363,-0.8836737,-1.631435,0.22412136,-0.37754828,-0.087563574,1.22
4.0016522,-1.594067,-0.3326025,-0.65653664,-1.0335754,-0.73166925,-1.1324031,-1.4209447,-0.22082639,-0.4146288,1.42
-0.3037647,-1.2912496,,0.8117062,-2.546096,-1.6878897,-1.1290729,-0.029415429,0.100009896,2.615606,1.86
-0.57119167,-2.030209,,0.38307557,-2.0897226,-1.7129642,-0.78686297,-0.21531865,-0.28972757,-0.7712649,0.9
1.6869045,0.21643692,,1.4238089,-0.92907786,-0.15421328,-0.6403309,-1.1219108,0.11631988,0.07359148,1.84
2.0459526,-2.9728103,-0.24454996,-0.8824833,1.2458259,0.2397019,-0.2288611,0.3126204,0.17648327,-0.30845648,1.64
0.331017,0.24770485,,-0.6547504,-0.7509332,-0.5647783,-0.41486862,2.5803618,0.6290224,2.8195221,2.48
3.8219419,0.869261,,0.12317735,-1.4082893,-1.9043077,-1.0328419,-1.9310665,0.3677938,1.9354972,1.88
0.5096512,0.6267478,-0.32824156,0.44138634,-1.345602,-1.9670248,-0.7033329,-2.9794183,-0.37549025,-1.6443933,0.82
6.415751,0.5287559,-0.3023207,-3.272566,6.232675,1.1685517,0.5918796,-1.1177558,-0.059504353,-0.27490193,1.66
9.173409,-0.23174943,,-1.3642569,5.4290047,0.5624459,2.3410108,-2.2735868,0.58993006,0.97707623,2.52
0.314969,0.23026547,,-1.5049834,-0.4184999,-0.66621953,-1.0910581,-1.7221794,-0.2900547,-0.751465,0.76
0.054380983,-0.99867505,,-2.0561967,0.15070033,-0.20130704,-0.62548345,-1.3481728,0.17850927,1.2372801,1.58
10.588832,-3.8522844,0.6298313,-4.2503877,7.1034994,2.4843366,2.4571664,1.2855774,4.44861,3.1845756,3.92
0.13390315,-0.11437854,-0.3159354,-0.5242946,-0.77220637,-1.5330608,-0.69885784,-2.627369,0.30849877,-0.15907754,1.14
1.143412,-0.10050416,,-1.0651121,-0.8452772,0.5114085,-0.9516615,2.2524095,,1.497843,2.38
0.039350092,-0.34189177,-0.4266794,-0.99957204,-1.3700302,-1.1127257,-1.4482727,0.069975585,-0.31215924,0.060985543,0.62
-1.7895825,-2.3958876,-0.50459075,-2.8013258,1.0899647,-0.22916165,-0.87756675,0.9450769,-0.22746313,-1.6794055,1.52
0.18742879,-0.65132916,-0.23800401,-1.4628357,0.47584376,-1.1165798,-1.4343563,-0.67115307,-0.67123675,-0.25798586,0.74
4.5554404,-1.065358,,-1.1135721,0.38995373,-0.006110534,-0.12011707,-0.56421095,-0.24452013,1.0908818,1.76
-0.43832374,-1.6067439,-0.3874113,-0.713591,-0.9023476,-1.59847,-0.9175018,-0.31785375,0.22585425,-0.30811274,1.1
8.5960045,-3.315288,-0.43311948,-3.124023,5.7808228,0.6481029,2.0555375,-0.0036339108,3.0135548,4.9819593,3.6
0.6186009,0.4300831,-0.26169217,0.6348263,-2.354424,-1.8733797,-1.177575,-1.1730809,-0.17111993,-0.26078197,0.42
-0.8592206,0.16318467,,-0.6547187,1.5513858,-0.015525624,-0.44504112,-2.4851303,-0.011964023,-0.06519789,0.96
0.16248116,-3.8329234,,-0.56948006,-0.48260868,-0.080777735,1.201736,6.490231,2.2339814,6.196555,3.56
5.7409043,0.22574228,-0.19401956,-1.7426182,3.6741488,1.4383869,-0.4624933,-1.3689722,-0.21779487,0.01281748,1.04
1.3486292,-1.5156174,-0.095986694,-0.17880552,-0.3195345,-0.792796,-1.564057,-0.6617137,-0.35686266,-1.7431802,1.26
2.3054428,0.17252545,-0.37437823,0.52120686,-0.76527077,-2.0637558,-0.66875553,-2.3726969,-0.98896056,-0.38067782,0.58
-0.5521964,0.36318663,-0.5111521,0.33919978,-1.8117249,-1.6259153,-0.5134526,-1.7010016,-0.98723924,-0.45982182,0.52
-1.0814364,-2.5804935,,3.675012,-1.2364485,0.13092771,-0.6956005,0.05421491,-0.30501008,0.07784486,1.1
-0.41656718,-1.5120904,,2.6125405,1.0689902,1.0527033,0.11597762,-1.1049839,-0.17563058,-0.03803882,1.98
0.5552918,-0.50827754,-0.47412634,-0.3853705,-1.0865777,-1.4488862,-0.8567642,-1.5715805,0.2419962,0.31683126,1.08
6.527299,-3.1143034,-0.51520276,-1.4782759,2.166856,0.309212,0.48332903,-0.73695546,2.8887846,2.6763353,2.68
4.740405,-0.302827,,-0.3564839,-1.0986414,-0.9851306,-0.6844508,-0.7791032,,-0.033634,1.86
-0.18547261,0.33129576,,-0.5559766,-1.8536061,-0.6623876,-1.2713274,-0.5839188,-0.31141844,1.289915,1.78
2.049128,0.21596897,-0.37253556,-2.2211835,0.9032506,-1.138415,-0.76174164,-1.8576739,-0.48332915,-0.500879,1.18
-0.9545518,-1.3185441,,1.6456412,1.3407656,-0.07859775,-0.4129966,0.3685669,-0.118012086,-0.05407659,1.86
-0.106729224,-1.1820457,,-0.97203815,-0.89026916,0.40917665,-0.66637576,2.2830555,0.5793692,2.6561656,2.3
