--- Feature Importance and SHAP-Feature Correlation (Fold 0) ---

Correlation Threshold for Meaningful Features: 0.1

Feature                                                      Importance      Correlation     Meaningful (Corr > Threshold) 
ORB_v3_initial_atom_embedding_214                            0.000871        0.011232        No                            
ORB_v3_initial_atom_embedding_94                             0.000869        0.006677        No                            
SISSO_matbench_glass_9                                       0.000868        -0.131871       Yes                           
ORB_v3_initial_atom_embedding_25                             0.000867        -0.071622       No                            
coGN_ReadoutComponent3_Feature79_fold0                       0.000867        -0.114092       Yes                           
ORB_v3_layer_4_115                                           0.000866        -0.077756       No                            
MEGNet_MatMinerEncoded_v1_684                                0.000866        0.107822        Yes                           
ORB_v3_layer_2_172                                           0.000865        -0.109996       Yes                           
SISSO_matbench_expt_gap_9                                    0.000865        0.019428        No                            
ORB_v3_layer_3_112                                           0.000864        0.044575        No                            
ORB_v3_layer_3_209                                           0.000863        0.146437        Yes                           
ORB_v3_initial_atom_embedding_110                            0.000860        0.010167        No                            
coGN_ReadoutComponent1_Feature56_fold0                       0.000858        -0.039232       No                            
ORB_v3_layer_3_64                                            0.000857        0.047251        No                            
coGN_ReadoutComponent1_Feature18_fold0                       0.000856        0.085177        No                            
coGN_ReadoutComponent1_Feature122_fold0                      0.000855        0.106605        Yes                           
ORB_v3_layer_3_164                                           0.000855        -0.081083       No                            
MVL32_Eform_MP_2019_9                                        0.000853        0.025198        No                            
coGN_ReadoutComponent4_Feature125_fold0                      0.000851        0.000000        No                            
ORB_v3_layer_4_73                                            0.000851        -0.050757       No                            
coGN_ReadoutComponent1_Feature50_fold0                       0.000850        0.024764        No                            
ORB_v3_layer_1_121                                           0.000849        0.017052        No                            
ORB_v3_layer_1_105                                           0.000849        -0.081384       No                            
coGN_ReadoutComponent3_Feature112_fold0                      0.000848        -0.005205       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#28                    0.000847        -0.077750       No                            
coGN_ReadoutComponent3_Feature43_fold0                       0.000847        -0.109464       Yes                           
ORB_v3_initial_atom_embedding_243                            0.000846        0.065315        No                            
coGN_ReadoutComponent5_Feature35_fold0                       0.000845        0.000000        No                            
coGN_ReadoutComponent2_Feature53_fold0                       0.000845        -0.030040       No                            
ORB_v3_layer_2_3                                             0.000845        -0.005971       No                            
coGN_ReadoutComponent3_Feature59_fold0                       0.000839        0.063452        No                            
ORB_v3_layer_3_19                                            0.000834        0.062267        No                            
coGN_ReadoutComponent4_Feature17_fold0                       0.000834        0.000000        No                            
MEGNet_OFMEncoded_v1_144                                     0.000832        -0.101410       Yes                           
ORB_v3_layer_3_27                                            0.000831        0.001867        No                            
ORB_v3_layer_2_227                                           0.000830        -0.010838       No                            
ORB_v3_layer_3_118                                           0.000829        0.053562        No                            
ORB_v3_layer_4_200                                           0.000829        0.048782        No                            
ORB_v3_layer_1_26                                            0.000826        0.080794        No                            
ORB_v3_layer_3_59                                            0.000826        -0.071111       No                            
coGN_ReadoutComponent1_Feature98_fold0                       0.000825        -0.093492       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#60                    0.000824        0.064724        No                            
coGN_ReadoutComponent1_Feature2_fold0                        0.000824        0.135378        Yes                           
SISSO_matbench_mp_gap_17                                     0.000823        0.003277        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#38                    0.000822        -0.009451       No                            
coGN_ReadoutComponent4_Feature10_fold0                       0.000820        0.000000        No                            
coGN_ReadoutComponent1_Feature108_fold0                      0.000820        -0.270834       Yes                           
MVL32_Bandgap_classifier_MP_2018_9                           0.000819        0.005958        No                            
coGN_ReadoutComponent4_Feature20_fold0                       0.000817        0.000000        No                            
coGN_ReadoutComponent1_Feature27_fold0                       0.000817        -0.047297       No                            
coGN_ReadoutComponent4_Feature83_fold0                       0.000817        0.000000        No                            
ORB_v3_layer_2_187                                           0.000817        -0.036868       No                            
ORB_v3_layer_4_216                                           0.000816        0.027645        No                            
coGN_ReadoutComponent4_Feature115_fold0                      0.000815        0.000000        No                            
MVL32_Bandgap_MP_2018_11                                     0.000814        0.011045        No                            
MEGNet_OFMEncoded_v1_75                                      0.000814        -0.060119       No                            
ORB_v3_layer_2_95                                            0.000812        0.075103        No                            
ORB_v3_layer_2_123                                           0.000812        -0.041742       No                            
ORB_v3_initial_atom_embedding_221                            0.000808        -0.024965       No                            
MVL16_logK_MP_2019_15                                        0.000808        0.053745        No                            
ORB_v3_layer_1_24                                            0.000805        0.020449        No                            
ORB_v3_layer_4_133                                           0.000804        -0.038003       No                            
ORB_v3_layer_5_45                                            0.000800        -0.096672       No                            
ORB_v3_layer_4_64                                            0.000799        -0.046803       No                            
ORB_v3_layer_3_229                                           0.000799        0.029299        No                            
ORB_v3_layer_1_64                                            0.000799        0.000353        No                            
MVL16_logK_MP_2019_4                                         0.000799        0.004299        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#22                    0.000798        -0.085977       No                            
ORB_v3_layer_3_186                                           0.000797        -0.019183       No                            
coGN_ReadoutComponent5_Feature62_fold0                       0.000796        0.000000        No                            
MVL16_Eform_MP_2019_8                                        0.000795        -0.026148       No                            
coGN_ReadoutComponent1_Feature30_fold0                       0.000794        -0.031952       No                            
coGN_ReadoutComponent2_Feature107_fold0                      0.000793        -0.089145       No                            
ORB_v3_layer_3_245                                           0.000792        -0.030169       No                            
coGN_ReadoutComponent3_Feature24_fold0                       0.000791        -0.056118       No                            
MVL32_Bandgap_MP_2018_17                                     0.000791        0.000052        No                            
ORB_v3_layer_2_202                                           0.000790        0.007718        No                            
coGN_ReadoutComponent4_Feature23_fold0                       0.000789        0.000000        No                            
coGN_ReadoutComponent1_Feature64_fold0                       0.000786        -0.100831       Yes                           
ORB_v3_initial_atom_embedding_48                             0.000786        -0.078408       No                            
coGN_ReadoutComponent1_Feature106_fold0                      0.000784        0.008756        No                            
ORB_v3_layer_2_229                                           0.000783        -0.025898       No                            
coGN_ReadoutComponent2_Feature123_fold0                      0.000782        -0.067052       No                            
ORB_v3_layer_1_32                                            0.000782        0.108987        Yes                           
coGN_ReadoutComponent1_Feature20_fold0                       0.000781        0.007039        No                            
ORB_v3_encoder_node_features_133                             0.000781        -0.038214       No                            
coGN_ReadoutComponent4_Feature100_fold0                      0.000779        0.000000        No                            
SISSO_matbench_glass_12                                      0.000779        -0.026670       No                            
ORB_v3_layer_3_141                                           0.000778        -0.015319       No                            
ORB_v3_layer_4_193                                           0.000774        -0.128742       Yes                           
MEGNet_OFMEncoded_v1_177                                     0.000773        -0.051402       No                            
MEGNet_OFMEncoded_v1_79                                      0.000771        0.135742        Yes                           
ORB_v3_encoder_node_features_102                             0.000770        -0.016146       No                            
ORB_v3_initial_atom_embedding_144                            0.000769        0.107561        Yes                           
ORB_v3_encoder_node_features_253                             0.000769        -0.073870       No                            
coGN_ReadoutComponent1_Feature55_fold0                       0.000767        0.020530        No                            
ORB_v3_layer_3_110                                           0.000766        -0.124096       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#31                    0.000764        -0.098955       No                            
coGN_ReadoutComponent2_Feature15_fold0                       0.000764        0.054804        No                            
ORB_v3_encoder_node_features_239                             0.000764        -0.062979       No                            
ORB_v3_layer_2_69                                            0.000761        -0.044767       No                            
coGN_ReadoutComponent3_Feature100_fold0                      0.000759        -0.035105       No                            
coGN_ReadoutComponent3_Feature2_fold0                        0.000758        0.027266        No                            
coGN_ReadoutComponent1_Feature36_fold0                       0.000757        -0.135586       Yes                           
coGN_ReadoutComponent1_Feature76_fold0                       0.000757        -0.120709       Yes                           
ORB_v3_layer_2_104                                           0.000753        -0.031922       No                            
ORB_v3_layer_4_12                                            0.000753        0.051006        No                            
coGN_ReadoutComponent3_Feature50_fold0                       0.000752        -0.045802       No                            
ORB_v3_layer_3_176                                           0.000751        0.046663        No                            
ORB_v3_layer_2_85                                            0.000749        -0.057291       No                            
ORB_v3_layer_3_38                                            0.000749        -0.018825       No                            
MVL32_logK_MP_2019_12                                        0.000748        0.004153        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#25                    0.000747        -0.018282       No                            
ORB_v3_encoder_node_features_56                              0.000746        -0.141072       Yes                           
coGN_ReadoutComponent2_Feature48_fold0                       0.000746        -0.094303       No                            
MVL16_Eform_MP_2019_6                                        0.000745        0.021457        No                            
ORB_v3_initial_atom_embedding_26                             0.000745        0.011418        No                            
MEGNet_OFMEncoded_v1_161                                     0.000745        0.024705        No                            
ORB_v3_layer_4_244                                           0.000745        0.096578        No                            
coGN_ReadoutComponent1_Feature37_fold0                       0.000743        0.024278        No                            
MEGNet_MatMinerEncoded_v1_629                                0.000743        0.080417        No                            
coGN_ReadoutComponent5_Feature36_fold0                       0.000743        0.000000        No                            
ORB_v3_layer_4_96                                            0.000740        0.045380        No                            
coGN_ReadoutComponent2_Feature30_fold0                       0.000739        -0.131733       Yes                           
ORB_v3_initial_atom_embedding_244                            0.000739        0.001790        No                            
coGN_ReadoutComponent3_Feature57_fold0                       0.000739        -0.064799       No                            
ORB_v3_initial_atom_embedding_129                            0.000739        0.099210        No                            
ORB_v3_encoder_node_features_185                             0.000738        0.051515        No                            
ORB_v3_initial_atom_embedding_207                            0.000738        -0.015626       No                            
ORB_v3_layer_3_147                                           0.000738        -0.007420       No                            
ORB_v3_encoder_node_features_44                              0.000737        -0.056295       No                            
coGN_ReadoutComponent2_Feature94_fold0                       0.000735        0.058527        No                            
ORB_v3_layer_2_164                                           0.000733        0.079847        No                            
ORB_v3_layer_3_92                                            0.000733        0.038825        No                            
ORB_v3_layer_1_119                                           0.000731        0.023064        No                            
coGN_ReadoutComponent2_Feature33_fold0                       0.000727        0.006355        No                            
MVL16_Efermi_MP_2019_5                                       0.000727        0.002557        No                            
MVL32_Bandgap_MP_2018_31                                     0.000726        0.037189        No                            
coGN_ReadoutComponent3_Feature126_fold0                      0.000725        -0.020655       No                            
ORB_v3_layer_4_4                                             0.000724        0.017387        No                            
MVL32_logK_MP_2019_1                                         0.000723        -0.084542       No                            
coGN_ReadoutComponent1_Feature9_fold0                        0.000723        0.321428        Yes                           
ORB_v3_layer_1_91                                            0.000722        0.069594        No                            
ORB_v3_encoder_node_features_186                             0.000722        -0.004981       No                            
SISSO_matbench_mp_gap_1                                      0.000721        -0.043665       No                            
coGN_ReadoutComponent1_Feature89_fold0                       0.000719        -0.115590       Yes                           
coGN_ReadoutComponent2_Feature34_fold0                       0.000718        -0.138657       Yes                           
ORB_v3_layer_4_158                                           0.000717        -0.028068       No                            
coGN_ReadoutComponent3_Feature72_fold0                       0.000716        0.044368        No                            
coGN_ReadoutComponent4_Feature42_fold0                       0.000716        0.000000        No                            
ORB_v3_layer_2_188                                           0.000716        0.042265        No                            
ORB_v3_layer_3_10                                            0.000716        0.087530        No                            
coGN_ReadoutComponent4_Feature98_fold0                       0.000713        0.000000        No                            
ORB_v3_layer_3_30                                            0.000710        -0.038524       No                            
MVL32_Bandgap_MP_2018_10                                     0.000710        -0.022830       No                            
ORB_v3_initial_atom_embedding_68                             0.000710        -0.012033       No                            
ORB_v3_layer_2_115                                           0.000709        0.071170        No                            
ORB_v3_initial_atom_embedding_211                            0.000709        0.078293        No                            
coGN_ReadoutComponent4_Feature27_fold0                       0.000709        0.000000        No                            
MEGNet_MatMinerEncoded_v1_94                                 0.000708        -0.045110       No                            
coGN_ReadoutComponent2_Feature35_fold0                       0.000708        -0.117885       Yes                           
ORB_v3_initial_atom_embedding_162                            0.000707        0.014306        No                            
coGN_ReadoutComponent4_Feature13_fold0                       0.000707        0.000000        No                            
MEGNet_OFMEncoded_v1_114                                     0.000707        -0.001266       No                            
coGN_ReadoutComponent2_Feature21_fold0                       0.000705        0.064697        No                            
ORB_v3_layer_3_230                                           0.000703        -0.064619       No                            
MEGNet_MatMinerEncoded_v1_491                                0.000702        -0.053649       No                            
ORB_v3_layer_2_86                                            0.000700        -0.052618       No                            
coGN_ReadoutComponent4_Feature118_fold0                      0.000699        0.000000        No                            
ORB_v3_layer_1_202                                           0.000699        -0.036641       No                            
ORB_v3_layer_1_83                                            0.000695        0.107384        Yes                           
ORB_v3_initial_atom_embedding_156                            0.000694        0.095653        No                            
MVL32_logG_MP_2019_18                                        0.000694        -0.004678       No                            
coGN_ReadoutComponent3_Feature29_fold0                       0.000693        -0.068899       No                            
coGN_ReadoutComponent1_Feature81_fold0                       0.000692        0.027578        No                            
ORB_v3_layer_4_77                                            0.000691        0.002479        No                            
coGN_ReadoutComponent1_Feature58_fold0                       0.000690        0.063141        No                            
ORB_v3_layer_3_86                                            0.000690        -0.032474       No                            
MVL32_Efermi_MP_2019_3                                       0.000690        -0.003191       No                            
ORB_v3_layer_3_246                                           0.000689        0.003332        No                            
coGN_ReadoutComponent2_Feature20_fold0                       0.000688        -0.059036       No                            
ORB_v3_layer_1_256                                           0.000685        -0.039199       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#23                    0.000680        -0.003011       No                            
SISSO_matbench_perovskites_16                                0.000678        0.054319        No                            
coGN_ReadoutComponent3_Feature60_fold0                       0.000677        0.087121        No                            
ORB_v3_layer_2_74                                            0.000676        -0.023251       No                            
coGN_ReadoutComponent1_Feature14_fold0                       0.000675        -0.094139       No                            
ORB_v3_layer_3_105                                           0.000675        -0.037628       No                            
MVL16_Efermi_MP_2019_6                                       0.000675        0.046046        No                            
ORB_v3_initial_atom_embedding_163                            0.000672        0.071653        No                            
MVL32_logK_MP_2019_2                                         0.000672        -0.005174       No                            
ORB_v3_layer_3_135                                           0.000672        -0.023165       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#47                    0.000671        -0.000450       No                            
ORB_v3_layer_3_191                                           0.000670        0.107969        Yes                           
coGN_ReadoutComponent3_Feature18_fold0                       0.000670        -0.000431       No                            
coGN_ReadoutComponent3_Feature122_fold0                      0.000670        0.054167        No                            
ORB_v3_layer_3_12                                            0.000670        0.088020        No                            
ORB_v3_layer_1_198                                           0.000668        -0.107665       Yes                           
coGN_ReadoutComponent4_Feature109_fold0                      0.000667        0.000000        No                            
MVL16_Bandgap_MP_2018_7                                      0.000667        -0.050508       No                            
MEGNet_MatMinerEncoded_v1_583                                0.000666        0.110155        Yes                           
coGN_ReadoutComponent2_Feature124_fold0                      0.000665        -0.008108       No                            
coGN_ReadoutComponent1_Feature49_fold0                       0.000665        0.007834        No                            
ORB_v3_layer_1_244                                           0.000665        0.098747        No                            
coGN_ReadoutComponent2_Feature52_fold0                       0.000664        -0.147870       Yes                           
coGN_ReadoutComponent3_Feature123_fold0                      0.000664        -0.119919       Yes                           
coGN_ReadoutComponent1_Feature65_fold0                       0.000663        -0.089212       No                            
MEGNet_MatMinerEncoded_v1_449                                0.000663        0.038780        No                            
MVL16_Eform_MP_2019_2                                        0.000662        0.084640        No                            
MVL32_Efermi_MP_2019_30                                      0.000662        0.088225        No                            
MEGNet_OFMEncoded_v1_145                                     0.000660        0.013743        No                            
ORB_v3_initial_atom_embedding_154                            0.000660        0.089283        No                            
ORB_v3_layer_2_233                                           0.000659        -0.106485       Yes                           
ORB_v3_initial_atom_embedding_220                            0.000659        -0.023324       No                            
coGN_ReadoutComponent3_Feature25_fold0                       0.000656        0.022018        No                            
ORB_v3_layer_4_246                                           0.000655        -0.119482       Yes                           
coGN_ReadoutComponent2_Feature18_fold0                       0.000655        0.053005        No                            
ORB_v3_layer_5_186                                           0.000653        0.131840        Yes                           
MEGNet_MatMinerEncoded_v1_658                                0.000653        0.079281        No                            
coGN_ReadoutComponent2_Feature54_fold0                       0.000653        0.041342        No                            
coGN_ReadoutComponent3_Feature90_fold0                       0.000653        0.088827        No                            
ORB_v3_layer_3_162                                           0.000652        -0.040317       No                            
ORB_v3_layer_1_29                                            0.000650        -0.126932       Yes                           
ORB_v3_initial_atom_embedding_99                             0.000649        -0.056745       No                            
SISSO_matbench_perovskites_20                                0.000647        -0.077336       No                            
coGN_ReadoutComponent1_Feature96_fold0                       0.000645        -0.061477       No                            
ORB_v3_layer_3_113                                           0.000643        -0.047812       No                            
MEGNet_MatMinerEncoded_v1_651                                0.000643        -0.037108       No                            
coGN_ReadoutComponent2_Feature39_fold0                       0.000643        0.109846        Yes                           
MVL16_logG_MP_2019_15                                        0.000642        0.006010        No                            
ORB_v3_initial_atom_embedding_39                             0.000641        -0.116532       Yes                           
MEGNet_MatMinerEncoded_v1_416                                0.000641        -0.015033       No                            
coGN_ReadoutComponent4_Feature50_fold0                       0.000640        0.000000        No                            
ORB_v3_layer_1_110                                           0.000640        0.041940        No                            
MVL32_Bandgap_MP_2018_1                                      0.000639        0.026395        No                            
coGN_ReadoutComponent4_Feature117_fold0                      0.000638        0.000000        No                            
ORB_v3_layer_3_158                                           0.000637        -0.054506       No                            
coGN_ReadoutComponent4_Feature85_fold0                       0.000635        0.000000        No                            
MVL32_Bandgap_MP_2018_32                                     0.000634        -0.013590       No                            
coGN_ReadoutComponent3_Feature83_fold0                       0.000633        -0.000277       No                            
coGN_ReadoutComponent5_Feature119_fold0                      0.000631        0.000000        No                            
ORB_v3_layer_1_180                                           0.000628        -0.045174       No                            
ORB_v3_layer_3_40                                            0.000628        -0.009886       No                            
ORB_v3_layer_2_53                                            0.000626        0.018810        No                            
ORB_v3_layer_4_186                                           0.000625        0.032367        No                            
ORB_v3_layer_3_57                                            0.000624        0.033627        No                            
ORB_v3_layer_4_54                                            0.000623        -0.009380       No                            
ORB_v3_initial_atom_embedding_120                            0.000620        0.041290        No                            
ORB_v3_layer_3_159                                           0.000619        -0.040461       No                            
MEGNet_MatMinerEncoded_v1_631                                0.000618        -0.020191       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#44                    0.000616        -0.021357       No                            
coGN_ReadoutComponent4_Feature105_fold0                      0.000616        0.000000        No                            
coGN_ReadoutComponent1_Feature107_fold0                      0.000615        -0.062673       No                            
MVL16_Bandgap_MP_2018_15                                     0.000612        -0.037983       No                            
coGN_ReadoutComponent3_Feature69_fold0                       0.000611        -0.060098       No                            
MVL32_logG_MP_2019_25                                        0.000610        0.021741        No                            
ORB_v3_layer_1_217                                           0.000609        0.089723        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#21                    0.000609        -0.061559       No                            
coGN_ReadoutComponent2_Feature122_fold0                      0.000609        0.067374        No                            
ORB_v3_layer_3_175                                           0.000608        0.001128        No                            
ORB_v3_layer_4_221                                           0.000607        0.051533        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#13                    0.000604        -0.021840       No                            
coGN_ReadoutComponent1_Feature28_fold0                       0.000604        -0.053063       No                            
ORB_v3_layer_3_51                                            0.000602        -0.026310       No                            
MEGNet_MatMinerEncoded_v1_166                                0.000602        0.015287        No                            
ORB_v3_layer_4_251                                           0.000601        -0.078351       No                            
MVL32_logK_MP_2019_9                                         0.000601        0.028740        No                            
ORB_v3_initial_atom_embedding_157                            0.000600        -0.003504       No                            
ORB_v3_layer_3_17                                            0.000600        0.005179        No                            
ORB_v3_layer_2_143                                           0.000599        0.068149        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#15                    0.000592        -0.005169       No                            
coGN_ReadoutComponent2_Feature90_fold0                       0.000591        0.115165        Yes                           
coGN_ReadoutComponent3_Feature35_fold0                       0.000590        -0.070862       No                            
coGN_ReadoutComponent1_Feature90_fold0                       0.000590        0.043842        No                            
MVL32_Bandgap_MP_2018_25                                     0.000588        0.078281        No                            
ORB_v3_layer_4_32                                            0.000588        -0.060764       No                            
MEGNet_OFMEncoded_v1_156                                     0.000588        0.033206        No                            
MEGNet_MatMinerEncoded_v1_225                                0.000587        -0.026676       No                            
coGN_ReadoutComponent2_Feature60_fold0                       0.000586        -0.019880       No                            
ORB_v3_encoder_node_features_47                              0.000585        -0.035790       No                            
ORB_v3_layer_5_176                                           0.000585        0.062866        No                            
ORB_v3_layer_4_46                                            0.000584        -0.011829       No                            
MVL32_Eform_MP_2019_19                                       0.000583        0.033922        No                            
coGN_ReadoutComponent5_Feature31_fold0                       0.000581        0.000000        No                            
coGN_ReadoutComponent2_Feature9_fold0                        0.000580        -0.046763       No                            
ORB_v3_initial_atom_embedding_249                            0.000579        0.069036        No                            
coGN_ReadoutComponent2_Feature6_fold0                        0.000578        -0.146324       Yes                           
coGN_ReadoutComponent4_Feature41_fold0                       0.000577        0.000000        No                            
ORB_v3_initial_atom_embedding_124                            0.000572        -0.067839       No                            
ORB_v3_layer_2_190                                           0.000571        -0.016903       No                            
coGN_ReadoutComponent4_Feature111_fold0                      0.000571        0.000000        No                            
coGN_ReadoutComponent4_Feature86_fold0                       0.000570        0.000000        No                            
coGN_ReadoutComponent3_Feature1_fold0                        0.000570        -0.085683       No                            
MVL32_logK_MP_2019_15                                        0.000569        0.008995        No                            
MVL32_Bandgap_MP_2018_14                                     0.000567        -0.025444       No                            
ORB_v3_layer_1_74                                            0.000565        0.004612        No                            
coGN_ReadoutComponent4_Feature19_fold0                       0.000564        0.000000        No                            
coGN_ReadoutComponent3_Feature89_fold0                       0.000564        -0.038589       No                            
ORB_v3_initial_atom_embedding_149                            0.000563        -0.141804       Yes                           
coGN_ReadoutComponent3_Feature10_fold0                       0.000563        0.056180        No                            
ORB_v3_encoder_node_features_18                              0.000563        0.021714        No                            
ORB_v3_layer_3_76                                            0.000561        0.047106        No                            
ORB_v3_layer_3_146                                           0.000560        0.002964        No                            
ORB_v3_layer_2_191                                           0.000559        -0.054486       No                            
MVL32_Efermi_MP_2019_15                                      0.000555        0.090978        No                            
MVL16_logK_MP_2019_9                                         0.000554        -0.028026       No                            
coGN_ReadoutComponent3_Feature85_fold0                       0.000552        0.024279        No                            
ORB_v3_initial_atom_embedding_132                            0.000552        0.017720        No                            
MVL32_Bandgap_classifier_MP_2018_11                          0.000550        -0.028263       No                            
coGN_ReadoutComponent1_Feature119_fold0                      0.000549        0.061947        No                            
ORB_v3_encoder_node_features_19                              0.000549        -0.029773       No                            
coGN_ReadoutComponent2_Feature74_fold0                       0.000546        -0.019137       No                            
ORB_v3_layer_2_162                                           0.000546        -0.035575       No                            
coGN_ReadoutComponent2_Feature89_fold0                       0.000545        -0.072848       No                            
coGN_ReadoutComponent5_Feature117_fold0                      0.000542        0.000000        No                            
ORB_v3_layer_4_242                                           0.000541        -0.037796       No                            
coGN_ReadoutComponent2_Feature88_fold0                       0.000541        0.083217        No                            
ORB_v3_layer_4_233                                           0.000540        -0.051993       No                            
ORB_v3_initial_atom_embedding_60                             0.000538        0.008418        No                            
coGN_ReadoutComponent2_Feature41_fold0                       0.000533        0.014590        No                            
coGN_ReadoutComponent1_Feature57_fold0                       0.000533        0.100409        Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#34                    0.000532        0.020211        No                            
coGN_ReadoutComponent3_Feature31_fold0                       0.000532        -0.013027       No                            
ORB_v3_layer_3_55                                            0.000530        0.004492        No                            
ORB_v3_initial_atom_embedding_87                             0.000528        0.008549        No                            
coGN_ReadoutComponent2_Feature114_fold0                      0.000528        0.026737        No                            
ORB_v3_layer_2_256                                           0.000527        0.094387        No                            
ORB_v3_layer_2_82                                            0.000527        0.013367        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#46                    0.000526        -0.176704       Yes                           
coGN_ReadoutComponent2_Feature17_fold0                       0.000525        0.064903        No                            
ORB_v3_layer_2_83                                            0.000524        -0.050281       No                            
MEGNet_OFMEncoded_v1_89                                      0.000521        0.052093        No                            
ORB_v3_layer_2_142                                           0.000520        0.085521        No                            
ORB_v3_layer_2_189                                           0.000518        0.031593        No                            
ORB_v3_layer_3_108                                           0.000518        0.104470        Yes                           
coGN_ReadoutComponent3_Feature15_fold0                       0.000518        0.026382        No                            
coGN_ReadoutComponent2_Feature103_fold0                      0.000518        -0.074439       No                            
ORB_v3_layer_4_190                                           0.000517        -0.058105       No                            
coGN_ReadoutComponent2_Feature119_fold0                      0.000516        -0.011458       No                            
coGN_ReadoutComponent1_Feature105_fold0                      0.000516        0.019291        No                            
ORB_v3_layer_3_42                                            0.000516        -0.043235       No                            
MVL32_logG_MP_2019_27                                        0.000514        -0.112605       Yes                           
ORB_v3_layer_3_210                                           0.000512        0.030624        No                            
MVL16_Bandgap_classifier_MP_2018_11                          0.000511        -0.013579       No                            
MVL32_logK_MP_2019_23                                        0.000511        0.045886        No                            
ORB_v3_layer_4_125                                           0.000511        0.041722        No                            
ORB_v3_layer_1_114                                           0.000510        -0.063642       No                            
MVL32_logK_MP_2019_13                                        0.000509        -0.004843       No                            
SISSO_matbench_mp_e_form_19                                  0.000508        -0.163689       Yes                           
ORB_v3_layer_3_130                                           0.000508        0.084809        No                            
ORB_v3_layer_4_196                                           0.000507        -0.060723       No                            
ORB_v3_layer_3_24                                            0.000506        -0.019190       No                            
coGN_ReadoutComponent5_Feature92_fold0                       0.000506        0.000000        No                            
MEGNet_MatMinerEncoded_v1_643                                0.000503        -0.050403       No                            
ORB_v3_layer_3_35                                            0.000503        0.014601        No                            
coGN_ReadoutComponent4_Feature87_fold0                       0.000502        0.000000        No                            
ORB_v3_layer_2_99                                            0.000500        0.024659        No                            
MEGNet_MatMinerEncoded_v1_702                                0.000494        -0.013982       No                            
ORB_v3_layer_4_142                                           0.000491        0.000218        No                            
ORB_v3_layer_5_25                                            0.000488        0.150673        Yes                           
MVL32_Bandgap_classifier_MP_2018_28                          0.000488        0.065793        No                            
MVL32_Bandgap_MP_2018_13                                     0.000481        0.000414        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#12                    0.000480        -0.033218       No                            
MVL16_Bandgap_classifier_MP_2018_4                           0.000476        0.005044        No                            
ORB_v3_layer_4_236                                           0.000474        0.000885        No                            
coGN_ReadoutComponent2_Feature101_fold0                      0.000470        0.133765        Yes                           
coGN_ReadoutComponent1_Feature112_fold0                      0.000461        -0.095417       No                            
ORB_v3_encoder_node_features_134                             0.000459        -0.078229       No                            
MVL32_logK_MP_2019_25                                        0.000454        -0.046516       No                            
ORB_v3_layer_2_58                                            0.000453        -0.017339       No                            
ORB_v3_encoder_node_features_39                              0.000451        0.123482        Yes                           
coGN_ReadoutComponent3_Feature124_fold0                      0.000449        0.017726        No                            
coGN_ReadoutComponent1_Feature100_fold0                      0.000447        0.065613        No                            
ORB_v3_layer_1_118                                           0.000446        -0.132572       Yes                           
MVL16_Eform_MP_2019_13                                       0.000443        -0.010207       No                            
MEGNet_MatMinerEncoded_v1_480                                0.000439        -0.036856       No                            
MEGNet_MatMinerEncoded_v1_361                                0.000439        -0.039034       No                            
coGN_ReadoutComponent2_Feature51_fold0                       0.000438        -0.068528       No                            
coGN_ReadoutComponent3_Feature93_fold0                       0.000435        -0.000302       No                            
ORB_v3_encoder_node_features_36                              0.000434        -0.044203       No                            
MEGNet_MatMinerEncoded_v1_621                                0.000432        -0.064784       No                            
ORB_v3_encoder_node_features_162                             0.000431        -0.073201       No                            
ORB_v3_layer_3_29                                            0.000429        -0.057349       No                            
ORB_v3_encoder_node_features_58                              0.000425        0.020436        No                            
coGN_ReadoutComponent1_Feature102_fold0                      0.000420        -0.138322       Yes                           
coGN_ReadoutComponent2_Feature36_fold0                       0.000419        0.060024        No                            
MVL16_Efermi_MP_2019_1                                       0.000411        0.000844        No                            
coGN_ReadoutComponent4_Feature2_fold0                        0.000410        0.000000        No                            
MVL32_Eform_MP_2019_31                                       0.000410        -0.068365       No                            
coGN_ReadoutComponent5_Feature101_fold0                      0.000407        0.000000        No                            
coGN_ReadoutComponent2_Feature31_fold0                       0.000402        -0.071009       No                            
ORB_v3_initial_atom_embedding_155                            0.000398        -0.047084       No                            
MEGNet_OFMEncoded_v1_88                                      0.000388        -0.017440       No                            
ORB_v3_encoder_node_features_139                             0.000386        -0.044270       No                            
ORB_v3_layer_2_126                                           0.000384        0.009967        No                            
coGN_ReadoutComponent1_Feature91_fold0                       0.000373        0.092340        No                            
ORB_v3_layer_3_53                                            0.000372        0.028370        No                            
