--- Feature Importance and SHAP-Feature Correlation (Fold 0) ---

Correlation Threshold for Meaningful Features: 0.1

Feature                                                      Importance      Correlation     Meaningful (Corr > Threshold) 
ORB_v3_layer_4_138                                           0.000865        0.011662        No                            
ORB_v3_initial_atom_embedding_202                            0.000864        -0.277473       Yes                           
ORB_v3_encoder_node_features_20                              0.000864        -0.066153       No                            
SISSO_matbench_mp_gap_3                                      0.000863        0.038543        No                            
ORB_v3_layer_4_56                                            0.000862        0.025327        No                            
ORB_v3_layer_3_181                                           0.000860        0.028868        No                            
ORB_v3_layer_3_144                                           0.000858        -0.088867       No                            
ORB_v3_layer_2_146                                           0.000858        -0.024010       No                            
MEGNet_OFMEncoded_v1_172                                     0.000855        -0.016218       No                            
ORB_v3_initial_atom_embedding_16                             0.000855        -0.017470       No                            
ORB_v3_initial_atom_embedding_15                             0.000851        -0.000679       No                            
ORB_v3_layer_3_187                                           0.000850        0.004873        No                            
ORB_v3_encoder_node_features_229                             0.000849        0.005279        No                            
MEGNet_OFMEncoded_v1_26                                      0.000847        -0.036123       No                            
ORB_v3_layer_2_178                                           0.000846        -0.126465       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#28                    0.000846        0.033442        No                            
ORB_v3_initial_atom_embedding_219                            0.000844        0.008504        No                            
ORB_v3_initial_atom_embedding_129                            0.000844        0.099353        No                            
MEGNet_MatMinerEncoded_v1_631                                0.000844        0.018521        No                            
ORB_v3_initial_atom_embedding_131                            0.000843        0.034770        No                            
ORB_v3_layer_2_8                                             0.000843        0.023120        No                            
ORB_v3_layer_4_204                                           0.000842        0.016769        No                            
ORB_v3_layer_4_109                                           0.000841        0.013722        No                            
MEGNet_OFMEncoded_v1_27                                      0.000841        -0.034056       No                            
ORB_v3_layer_2_99                                            0.000840        -0.046663       No                            
ORB_v3_layer_2_53                                            0.000839        0.099745        No                            
ORB_v3_layer_2_232                                           0.000838        0.013398        No                            
ORB_v3_layer_5_209                                           0.000837        0.057253        No                            
MEGNet_MatMinerEncoded_v1_743                                0.000836        -0.031891       No                            
ORB_v3_layer_4_212                                           0.000833        -0.037921       No                            
ORB_v3_layer_2_94                                            0.000830        0.080268        No                            
MEGNet_OFMEncoded_v1_39                                      0.000830        -0.117996       Yes                           
MVL32_logK_MP_2019_8                                         0.000826        -0.059003       No                            
ORB_v3_layer_2_183                                           0.000824        0.063212        No                            
ORB_v3_encoder_node_features_215                             0.000823        0.113730        Yes                           
ORB_v3_layer_1_30                                            0.000823        -0.197568       Yes                           
MEGNet_MatMinerEncoded_v1_280                                0.000821        0.029332        No                            
ORB_v3_initial_atom_embedding_11                             0.000820        0.059938        No                            
ORB_v3_layer_2_214                                           0.000819        0.129291        Yes                           
ORB_v3_layer_3_85                                            0.000819        0.138840        Yes                           
ORB_v3_layer_2_239                                           0.000815        0.085346        No                            
ORB_v3_initial_atom_embedding_51                             0.000815        -0.138395       Yes                           
ORB_v3_layer_3_191                                           0.000815        0.073656        No                            
ORB_v3_initial_atom_embedding_13                             0.000814        -0.003071       No                            
MEGNet_MatMinerEncoded_v1_647                                0.000814        0.028520        No                            
SISSO_matbench_jdft2d_20                                     0.000814        0.051321        No                            
ORB_v3_layer_3_154                                           0.000812        -0.072798       No                            
MEGNet_OFMEncoded_v1_54                                      0.000811        0.003326        No                            
MVL32_Bandgap_classifier_MP_2018_6                           0.000811        0.020067        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#40                    0.000810        0.082428        No                            
MEGNet_OFMEncoded_v1_48                                      0.000809        -0.139868       Yes                           
ORB_v3_layer_3_38                                            0.000809        0.054833        No                            
ORB_v3_layer_3_16                                            0.000808        0.033326        No                            
MEGNet_MatMinerEncoded_v1_454                                0.000808        -0.030211       No                            
ORB_v3_encoder_node_features_227                             0.000807        -0.023645       No                            
ORB_v3_layer_2_100                                           0.000807        -0.080402       No                            
ORB_v3_layer_2_18                                            0.000806        -0.081396       No                            
MEGNet_MatMinerEncoded_v1_77                                 0.000806        0.044077        No                            
ORB_v3_layer_5_31                                            0.000804        0.122178        Yes                           
ORB_v3_encoder_node_features_166                             0.000803        0.001731        No                            
ORB_v3_layer_4_160                                           0.000803        -0.038190       No                            
ORB_v3_layer_2_103                                           0.000802        0.046860        No                            
ORB_v3_layer_4_18                                            0.000801        0.044547        No                            
ORB_v3_layer_3_31                                            0.000801        -0.119678       Yes                           
ORB_v3_layer_2_47                                            0.000798        -0.008690       No                            
ORB_v3_layer_3_117                                           0.000798        0.125398        Yes                           
ORB_v3_layer_3_92                                            0.000796        0.111076        Yes                           
ORB_v3_layer_3_10                                            0.000792        0.150278        Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#60                    0.000788        0.084881        No                            
ORB_v3_layer_2_207                                           0.000787        -0.129343       Yes                           
ORB_v3_initial_atom_embedding_103                            0.000787        -0.152741       Yes                           
ORB_v3_layer_1_141                                           0.000787        -0.074888       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#53                    0.000786        -0.043667       No                            
ORB_v3_layer_3_151                                           0.000786        -0.012138       No                            
ORB_v3_encoder_node_features_121                             0.000785        -0.055917       No                            
ORB_v3_layer_4_170                                           0.000783        -0.032238       No                            
ORB_v3_encoder_node_features_76                              0.000782        -0.072907       No                            
MVL16_Bandgap_classifier_MP_2018_2                           0.000782        -0.008592       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#34                    0.000781        0.039984        No                            
ORB_v3_layer_3_162                                           0.000781        0.007797        No                            
ORB_v3_layer_4_84                                            0.000780        -0.099799       No                            
MEGNet_OFMEncoded_v1_72                                      0.000778        -0.210889       Yes                           
ORB_v3_layer_3_184                                           0.000776        -0.049180       No                            
ORB_v3_layer_3_185                                           0.000775        0.073494        No                            
ORB_v3_encoder_node_features_134                             0.000774        -0.034825       No                            
ORB_v3_layer_4_153                                           0.000774        -0.060005       No                            
SISSO_matbench_expt_gap_9                                    0.000773        0.027177        No                            
ORB_v3_initial_atom_embedding_60                             0.000773        0.002922        No                            
ORB_v3_initial_atom_embedding_108                            0.000772        0.195705        Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#61                    0.000769        0.006387        No                            
ORB_v3_layer_1_215                                           0.000769        -0.147307       Yes                           
ORB_v3_layer_4_4                                             0.000768        0.059844        No                            
ORB_v3_layer_5_101                                           0.000768        0.075641        No                            
ORB_v3_layer_4_232                                           0.000767        0.103559        Yes                           
ORB_v3_layer_3_171                                           0.000767        -0.036921       No                            
ORB_v3_layer_2_143                                           0.000766        -0.033456       No                            
ORB_v3_layer_2_65                                            0.000766        -0.010414       No                            
SISSO_matbench_expt_is_metal_6                               0.000765        0.003389        No                            
MVL32_Eform_MP_2019_21                                       0.000764        0.015160        No                            
MEGNet_MatMinerEncoded_v1_717                                0.000763        -0.076509       No                            
ORB_v3_layer_3_43                                            0.000763        0.042830        No                            
ORB_v3_initial_atom_embedding_156                            0.000761        0.058012        No                            
MVL16_Eform_MP_2019_14                                       0.000759        -0.015668       No                            
ORB_v3_layer_3_159                                           0.000759        0.022606        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#49                    0.000757        0.008704        No                            
ORB_v3_layer_4_134                                           0.000757        -0.017128       No                            
ORB_v3_layer_4_123                                           0.000755        -0.011904       No                            
MEGNet_MatMinerEncoded_v1_722                                0.000754        0.053872        No                            
ORB_v3_layer_1_234                                           0.000753        -0.099365       No                            
SISSO_matbench_expt_is_metal_20                              0.000752        -0.022191       No                            
MEGNet_OFMEncoded_v1_11                                      0.000752        -0.025216       No                            
MEGNet_MatMinerEncoded_v1_694                                0.000749        -0.075302       No                            
ORB_v3_layer_2_115                                           0.000749        -0.046143       No                            
ORB_v3_initial_atom_embedding_181                            0.000748        -0.140340       Yes                           
MEGNet_MatMinerEncoded_v1_399                                0.000747        -0.126319       Yes                           
MEGNet_MatMinerEncoded_v1_36                                 0.000745        0.053712        No                            
MVL32_Bandgap_MP_2018_1                                      0.000743        0.018837        No                            
SISSO_matbench_mp_gap_14                                     0.000741        0.204264        Yes                           
ORB_v3_encoder_node_features_251                             0.000740        -0.016866       No                            
ORB_v3_initial_atom_embedding_214                            0.000740        0.124838        Yes                           
MEGNet_MatMinerEncoded_v1_490                                0.000740        -0.105071       Yes                           
MEGNet_MatMinerEncoded_v1_755                                0.000739        -0.034992       No                            
ORB_v3_layer_2_253                                           0.000739        0.017615        No                            
ORB_v3_layer_2_78                                            0.000738        0.038170        No                            
ORB_v3_initial_atom_embedding_29                             0.000738        0.153399        Yes                           
SISSO_matbench_glass_14                                      0.000736        0.187298        Yes                           
ORB_v3_layer_2_237                                           0.000736        0.078231        No                            
MEGNet_MatMinerEncoded_v1_166                                0.000735        -0.018458       No                            
ORB_v3_layer_3_19                                            0.000734        -0.008940       No                            
MEGNet_OFMEncoded_v1_168                                     0.000733        -0.172499       Yes                           
MEGNet_MatMinerEncoded_v1_367                                0.000730        -0.062249       No                            
MVL32_Eform_MP_2019_9                                        0.000727        -0.052192       No                            
ORB_v3_layer_1_217                                           0.000727        0.063372        No                            
ORB_v3_layer_2_131                                           0.000727        -0.167522       Yes                           
MEGNet_MatMinerEncoded_v1_668                                0.000725        0.018989        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#18                    0.000725        0.104643        Yes                           
MVL32_Efermi_MP_2019_6                                       0.000722        -0.024451       No                            
ORB_v3_encoder_node_features_103                             0.000722        0.049979        No                            
ORB_v3_layer_4_215                                           0.000721        -0.049115       No                            
ORB_v3_layer_2_122                                           0.000718        0.001023        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#15                    0.000718        -0.036573       No                            
MEGNet_OFMEncoded_v1_16                                      0.000718        0.124705        Yes                           
MEGNet_MatMinerEncoded_v1_331                                0.000718        -0.033441       No                            
MEGNet_MatMinerEncoded_v1_226                                0.000716        -0.033043       No                            
MVL16_Eform_MP_2019_8                                        0.000715        -0.077657       No                            
MEGNet_OFMEncoded_v1_147                                     0.000714        -0.019313       No                            
ORB_v3_initial_atom_embedding_158                            0.000713        -0.076171       No                            
ORB_v3_layer_2_77                                            0.000712        0.013035        No                            
ORB_v3_layer_4_79                                            0.000712        -0.058515       No                            
MEGNet_OFMEncoded_v1_101                                     0.000709        -0.037333       No                            
SISSO_matbench_mp_gap_13                                     0.000709        -0.050053       No                            
SISSO_matbench_log_kvrh_11                                   0.000709        0.092739        No                            
MVL16_Bandgap_classifier_MP_2018_7                           0.000708        0.020525        No                            
MEGNet_MatMinerEncoded_v1_383                                0.000706        -0.053159       No                            
MEGNet_MatMinerEncoded_v1_481                                0.000706        0.025104        No                            
ORB_v3_layer_4_224                                           0.000705        0.035244        No                            
MVL32_logG_MP_2019_22                                        0.000704        -0.015354       No                            
ORB_v3_layer_2_228                                           0.000704        -0.063025       No                            
ROOST_oqmd_eform_LayerOutput_#61                             0.000702        -0.068578       No                            
ORB_v3_layer_2_234                                           0.000702        0.021896        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#50                    0.000700        0.010940        No                            
MEGNet_MatMinerEncoded_v1_542                                0.000700        -0.038535       No                            
MVL16_Eform_MP_2019_16                                       0.000698        0.002885        No                            
ORB_v3_encoder_node_features_118                             0.000697        0.011826        No                            
ORB_v3_layer_4_117                                           0.000697        0.103152        Yes                           
ORB_v3_layer_3_66                                            0.000696        0.094270        No                            
MEGNet_OFMEncoded_v1_50                                      0.000696        -0.085728       No                            
ORB_v3_layer_3_17                                            0.000696        -0.025107       No                            
ORB_v3_layer_1_216                                           0.000695        -0.162315       Yes                           
MVL32_Eform_MP_2019_20                                       0.000694        -0.045473       No                            
ORB_v3_layer_3_177                                           0.000694        0.088550        No                            
MVL16_Eform_MP_2019_6                                        0.000694        -0.007482       No                            
ORB_v3_layer_4_187                                           0.000693        -0.027920       No                            
ORB_v3_layer_3_8                                             0.000693        0.073517        No                            
SISSO_matbench_log_kvrh_12                                   0.000691        0.088501        No                            
ORB_v3_layer_3_226                                           0.000690        -0.034905       No                            
ORB_v3_initial_atom_embedding_184                            0.000689        -0.015965       No                            
MEGNet_MatMinerEncoded_v1_577                                0.000688        -0.063135       No                            
ORB_v3_initial_atom_embedding_107                            0.000688        0.018028        No                            
MEGNet_MatMinerEncoded_v1_17                                 0.000687        -0.022445       No                            
ORB_v3_initial_atom_embedding_222                            0.000687        0.001959        No                            
ORB_v3_layer_2_49                                            0.000685        0.049777        No                            
ORB_v3_initial_atom_embedding_83                             0.000683        0.020937        No                            
MEGNet_MatMinerEncoded_v1_742                                0.000679        -0.074119       No                            
SISSO_matbench_perovskites_11                                0.000678        -0.015451       No                            
MVL16_Efermi_MP_2019_1                                       0.000678        0.018479        No                            
ORB_v3_layer_4_49                                            0.000678        -0.114457       Yes                           
MVL32_Bandgap_MP_2018_29                                     0.000677        -0.048320       No                            
MEGNet_MatMinerEncoded_v1_260                                0.000677        0.038639        No                            
ORB_v3_layer_2_106                                           0.000676        0.114981        Yes                           
ORB_v3_layer_2_208                                           0.000674        0.091172        No                            
MEGNet_MatMinerEncoded_v1_428                                0.000674        -0.002454       No                            
MVL32_Eform_MP_2019_30                                       0.000673        0.051206        No                            
ORB_v3_layer_2_129                                           0.000672        0.005960        No                            
MVL16_Efermi_MP_2019_4                                       0.000671        -0.038187       No                            
ORB_v3_layer_2_87                                            0.000669        -0.005512       No                            
SISSO_matbench_mp_e_form_7                                   0.000669        0.090978        No                            
ORB_v3_layer_2_85                                            0.000669        -0.053993       No                            
MEGNet_MatMinerEncoded_v1_53                                 0.000668        -0.112264       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#44                    0.000667        0.007471        No                            
ORB_v3_layer_4_191                                           0.000665        0.041692        No                            
MVL32_Eform_MP_2019_31                                       0.000665        0.012188        No                            
ORB_v3_layer_4_27                                            0.000664        0.073916        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#13                    0.000664        0.003192        No                            
ORB_v3_initial_atom_embedding_249                            0.000664        -0.005483       No                            
ORB_v3_layer_2_28                                            0.000663        -0.024130       No                            
ORB_v3_layer_2_134                                           0.000663        -0.067681       No                            
ORB_v3_layer_3_75                                            0.000663        0.104633        Yes                           
ORB_v3_initial_atom_embedding_203                            0.000662        0.025224        No                            
MEGNet_MatMinerEncoded_v1_688                                0.000661        -0.063892       No                            
ORB_v3_layer_2_88                                            0.000655        0.008354        No                            
ORB_v3_layer_2_218                                           0.000655        -0.042161       No                            
ORB_v3_layer_3_121                                           0.000651        -0.148117       Yes                           
MEGNet_MatMinerEncoded_v1_35                                 0.000650        -0.063032       No                            
MEGNet_MatMinerEncoded_v1_40                                 0.000646        -0.007116       No                            
ORB_v3_layer_4_185                                           0.000646        0.016586        No                            
ORB_v3_layer_4_147                                           0.000646        0.126847        Yes                           
MEGNet_OFMEncoded_v1_79                                      0.000644        0.024594        No                            
ORB_v3_encoder_node_features_51                              0.000644        -0.053099       No                            
ORB_v3_layer_3_174                                           0.000643        -0.019745       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#01                    0.000641        -0.014050       No                            
MVL16_Eform_MP_2019_13                                       0.000640        -0.050210       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#09                    0.000638        -0.085767       No                            
SISSO_matbench_glass_5                                       0.000636        0.164163        Yes                           
MVL32_Efermi_MP_2019_7                                       0.000635        -0.044186       No                            
ORB_v3_layer_2_30                                            0.000635        0.003170        No                            
MEGNet_MatMinerEncoded_v1_97                                 0.000634        0.035163        No                            
ORB_v3_initial_atom_embedding_21                             0.000633        0.003458        No                            
ORB_v3_encoder_node_features_117                             0.000631        0.025286        No                            
ORB_v3_initial_atom_embedding_105                            0.000630        0.171043        Yes                           
ORB_v3_initial_atom_embedding_40                             0.000630        0.114547        Yes                           
ORB_v3_initial_atom_embedding_141                            0.000629        -0.004842       No                            
ORB_v3_layer_1_103                                           0.000629        -0.096054       No                            
MEGNet_MatMinerEncoded_v1_281                                0.000626        -0.064462       No                            
ORB_v3_layer_3_98                                            0.000625        0.030991        No                            
ORB_v3_layer_4_62                                            0.000625        0.003687        No                            
MVL32_Bandgap_classifier_MP_2018_26                          0.000622        0.002996        No                            
ORB_v3_layer_3_62                                            0.000620        -0.064647       No                            
ORB_v3_layer_4_214                                           0.000620        0.022413        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#48                    0.000619        -0.019434       No                            
ORB_v3_initial_atom_embedding_54                             0.000617        0.129066        Yes                           
ORB_v3_encoder_node_features_15                              0.000616        -0.030933       No                            
ORB_v3_layer_4_248                                           0.000615        -0.112181       Yes                           
ORB_v3_encoder_node_features_239                             0.000614        0.050949        No                            
MVL32_Bandgap_classifier_MP_2018_10                          0.000614        0.030347        No                            
MEGNet_MatMinerEncoded_v1_235                                0.000614        -0.066390       No                            
MVL32_Efermi_MP_2019_26                                      0.000612        0.062312        No                            
MVL16_Eform_MP_2019_10                                       0.000611        -0.086751       No                            
ORB_v3_layer_3_112                                           0.000611        0.001952        No                            
ORB_v3_layer_3_34                                            0.000611        -0.048417       No                            
ORB_v3_initial_atom_embedding_246                            0.000609        -0.011954       No                            
ORB_v3_layer_2_135                                           0.000608        -0.050123       No                            
ORB_v3_layer_4_235                                           0.000608        0.019889        No                            
ORB_v3_layer_4_226                                           0.000607        -0.010133       No                            
ORB_v3_layer_4_219                                           0.000602        -0.047314       No                            
SISSO_noemd_shg_11                                           0.000602        -0.112381       Yes                           
MEGNet_MatMinerEncoded_v1_7                                  0.000602        0.033660        No                            
MEGNet_MatMinerEncoded_v1_146                                0.000601        -0.028304       No                            
ORB_v3_layer_3_157                                           0.000599        -0.066846       No                            
MEGNet_OFMEncoded_v1_40                                      0.000598        0.029614        No                            
MEGNet_MatMinerEncoded_v1_672                                0.000598        0.089954        No                            
MVL16_logG_MP_2019_9                                         0.000598        -0.033611       No                            
MVL32_Eform_MP_2019_6                                        0.000597        0.033681        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#35                    0.000596        -0.078585       No                            
MVL32_logG_MP_2019_4                                         0.000594        0.014306        No                            
ORB_v3_layer_2_114                                           0.000594        -0.028422       No                            
ORB_v3_initial_atom_embedding_211                            0.000592        0.029572        No                            
ORB_v3_initial_atom_embedding_36                             0.000592        -0.013234       No                            
MEGNet_OFMEncoded_v1_81                                      0.000589        -0.013177       No                            
ORB_v3_layer_2_59                                            0.000589        0.010564        No                            
ORB_v3_layer_2_155                                           0.000589        -0.076860       No                            
ORB_v3_layer_2_250                                           0.000586        0.060443        No                            
ORB_v3_encoder_node_features_156                             0.000586        0.003492        No                            
ORB_v3_initial_atom_embedding_252                            0.000586        -0.019208       No                            
MVL32_logG_MP_2019_30                                        0.000585        0.004537        No                            
ORB_v3_initial_atom_embedding_4                              0.000584        -0.046999       No                            
ORB_v3_layer_5_176                                           0.000584        0.072347        No                            
MVL16_Eform_MP_2019_7                                        0.000583        0.098278        No                            
SISSO_matbench_expt_is_metal_14                              0.000583        0.134979        Yes                           
MVL16_Eform_MP_2019_4                                        0.000583        0.042276        No                            
ORB_v3_layer_2_19                                            0.000579        -0.009344       No                            
MEGNet_MatMinerEncoded_v1_449                                0.000579        0.046392        No                            
ORB_v3_encoder_node_features_57                              0.000578        0.026832        No                            
ORB_v3_layer_2_62                                            0.000572        -0.010904       No                            
ORB_v3_layer_3_141                                           0.000572        -0.067083       No                            
MEGNet_MatMinerEncoded_v1_741                                0.000569        0.074993        No                            
ORB_v3_initial_atom_embedding_79                             0.000567        0.065125        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#36                    0.000567        0.011871        No                            
MEGNet_MatMinerEncoded_v1_701                                0.000566        0.024251        No                            
ORB_v3_initial_atom_embedding_190                            0.000565        0.030357        No                            
ORB_v3_layer_4_103                                           0.000563        0.037324        No                            
ORB_v3_initial_atom_embedding_45                             0.000563        0.093033        No                            
MVL32_logG_MP_2019_12                                        0.000563        0.041656        No                            
ORB_v3_layer_4_96                                            0.000561        0.050134        No                            
ORB_v3_initial_atom_embedding_255                            0.000559        -0.005194       No                            
SISSO_matbench_mp_gap_18                                     0.000558        -0.081220       No                            
MVL16_logG_MP_2019_14                                        0.000557        -0.044305       No                            
ORB_v3_layer_2_254                                           0.000557        0.017891        No                            
ORB_v3_layer_3_129                                           0.000557        -0.125555       Yes                           
ORB_v3_layer_2_68                                            0.000553        -0.080780       No                            
MVL32_logG_MP_2019_23                                        0.000551        0.022786        No                            
SISSO_matbench_steels_13                                     0.000551        -0.081023       No                            
ORB_v3_layer_1_182                                           0.000550        0.030451        No                            
ORB_v3_initial_atom_embedding_157                            0.000550        0.027834        No                            
MVL32_Efermi_MP_2019_30                                      0.000549        -0.000671       No                            
ORB_v3_layer_4_240                                           0.000548        0.051607        No                            
MVL32_logG_MP_2019_29                                        0.000548        -0.031373       No                            
SISSO_noemd_hse_pbe_diff_4                                   0.000546        -0.053708       No                            
MEGNet_MatMinerEncoded_v1_372                                0.000545        0.051187        No                            
ORB_v3_initial_atom_embedding_234                            0.000542        0.020630        No                            
ORB_v3_layer_5_127                                           0.000541        0.066699        No                            
ORB_v3_layer_4_29                                            0.000540        0.050092        No                            
ORB_v3_layer_4_132                                           0.000539        0.090210        No                            
SISSO_matbench_glass_9                                       0.000538        0.029457        No                            
ORB_v3_layer_2_123                                           0.000536        -0.128731       Yes                           
ORB_v3_layer_4_26                                            0.000535        -0.093075       No                            
ORB_v3_initial_atom_embedding_136                            0.000535        -0.013837       No                            
ORB_v3_layer_1_99                                            0.000533        0.068258        No                            
ORB_v3_layer_2_52                                            0.000532        0.120561        Yes                           
SISSO_matbench_expt_is_metal_1                               0.000532        -0.100939       Yes                           
ORB_v3_initial_atom_embedding_200                            0.000531        -0.092005       No                            
ORB_v3_layer_3_63                                            0.000530        -0.054520       No                            
ORB_v3_initial_atom_embedding_9                              0.000528        -0.017219       No                            
MEGNet_MatMinerEncoded_v1_94                                 0.000527        -0.000938       No                            
ORB_v3_layer_3_128                                           0.000526        0.043650        No                            
ORB_v3_initial_atom_embedding_205                            0.000524        0.047944        No                            
SISSO_matbench_expt_is_metal_9                               0.000523        0.038079        No                            
MVL32_Eform_MP_2019_7                                        0.000522        -0.006393       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#37                    0.000521        -0.040877       No                            
MEGNet_MatMinerEncoded_v1_400                                0.000518        0.110982        Yes                           
ORB_v3_initial_atom_embedding_67                             0.000515        0.068018        No                            
ORB_v3_layer_4_176                                           0.000515        -0.080157       No                            
MVL32_Bandgap_MP_2018_19                                     0.000514        0.099273        No                            
ORB_v3_initial_atom_embedding_198                            0.000513        0.113190        Yes                           
MVL16_logK_MP_2019_15                                        0.000513        -0.002893       No                            
MVL32_Eform_MP_2019_25                                       0.000513        -0.044407       No                            
ORB_v3_layer_2_39                                            0.000513        -0.000208       No                            
MVL32_Bandgap_classifier_MP_2018_27                          0.000511        -0.023848       No                            
ORB_v3_layer_3_179                                           0.000509        -0.075322       No                            
ORB_v3_layer_4_184                                           0.000505        0.005035        No                            
MEGNet_MatMinerEncoded_v1_164                                0.000502        -0.148589       Yes                           
ORB_v3_layer_1_93                                            0.000502        0.109847        Yes                           
ORB_v3_initial_atom_embedding_142                            0.000497        -0.045414       No                            
SISSO_matbench_mp_gap_11                                     0.000496        -0.028403       No                            
ORB_v3_layer_1_12                                            0.000495        0.158816        Yes                           
ORB_v3_layer_1_180                                           0.000492        -0.015674       No                            
MVL32_Eform_MP_2019_26                                       0.000491        -0.354112       Yes                           
ORB_v3_layer_3_65                                            0.000486        0.027170        No                            
ORB_v3_layer_3_20                                            0.000486        0.020894        No                            
ORB_v3_layer_2_199                                           0.000485        0.047614        No                            
ORB_v3_layer_4_81                                            0.000482        0.113305        Yes                           
ORB_v3_layer_4_93                                            0.000481        0.122368        Yes                           
ORB_v3_layer_2_60                                            0.000480        0.050911        No                            
ORB_v3_layer_1_250                                           0.000479        -0.075633       No                            
ORB_v3_encoder_node_features_155                             0.000472        0.046847        No                            
ORB_v3_initial_atom_embedding_189                            0.000471        -0.051731       No                            
MEGNet_OFMEncoded_v1_133                                     0.000470        -0.037695       No                            
MVL32_Eform_MP_2019_8                                        0.000470        -0.048131       No                            
ORB_v3_layer_2_187                                           0.000469        0.034215        No                            
MEGNet_MatMinerEncoded_v1_698                                0.000467        0.017985        No                            
ORB_v3_initial_atom_embedding_48                             0.000463        0.068375        No                            
ORB_v3_initial_atom_embedding_27                             0.000460        -0.013754       No                            
MVL32_Bandgap_MP_2018_32                                     0.000459        -0.028888       No                            
ORB_v3_layer_3_86                                            0.000458        0.019513        No                            
MVL32_Bandgap_classifier_MP_2018_2                           0.000449        -0.041595       No                            
MEGNet_MatMinerEncoded_v1_711                                0.000440        0.035664        No                            
MVL16_logG_MP_2019_5                                         0.000435        0.108135        Yes                           
MEGNet_MatMinerEncoded_v1_658                                0.000433        -0.056578       No                            
MVL32_Eform_MP_2019_18                                       0.000428        -0.054853       No                            
ORB_v3_layer_3_104                                           0.000424        -0.017387       No                            
SISSO_matbench_expt_is_metal_3                               0.000423        0.008378        No                            
ORB_v3_initial_atom_embedding_159                            0.000404        -0.065943       No                            
ORB_v3_layer_2_34                                            0.000399        0.083549        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#07                    0.000398        0.020516        No                            
ORB_v3_layer_4_47                                            0.000390        0.070291        No                            
ORB_v3_layer_2_112                                           0.000380        -0.128050       Yes                           
SISSO_matbench_perovskites_3                                 0.000380        0.030129        No                            
ORB_v3_initial_atom_embedding_233                            0.000376        0.066341        No                            
ORB_v3_layer_3_224                                           0.000375        0.051736        No                            
MVL32_Bandgap_classifier_MP_2018_1                           0.000369        0.000820        No                            
ORB_v3_initial_atom_embedding_130                            0.000364        0.012586        No                            
ORB_v3_layer_2_215                                           0.000363        -0.050764       No                            
ORB_v3_layer_3_14                                            0.000350        0.121466        Yes                           
ORB_v3_encoder_node_features_13                              0.000349        -0.056249       No                            
MEGNet_MatMinerEncoded_v1_436                                0.000339        -0.024880       No                            
ORB_v3_layer_2_213                                           0.000336        -0.012221       No                            
ORB_v3_layer_3_13                                            0.000323        0.048684        No                            
SISSO_matbench_phonons_15                                    0.000282        -0.006509       No                            
ORB_v3_layer_4_70                                            0.000203        -0.048469       No                            
ORB_v3_initial_atom_embedding_1                              0.000000        0.000000        No                            
ORB_v3_initial_atom_embedding_20                             0.000000        0.000000        No                            
