# c0 + a0 * (|(feature_8 * feature_1) - (|feature_3 - feature_1|)|) + a1 * ((|feature_25 - feature_11|) + (feature_13 - feature_7)) + a2 * (|(feature_22 + feature_8) - sqrt(feature_14)|) + a3 * ((feature_17 * feature_11) / (feature_15 + feature_11)) + a4 * ((feature_19 / feature_22) + (exp(-1.0 * feature_18))) + a5 * ((feature_22 * feature_12) * (feature_11 + feature_8))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.435796291814397; Max AE: 2.49653139739946
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      a5                      c0
# all , -1.443390569561740e+00,  1.218332312919527e-01,  1.371338631148230e-02,  4.388198969647972e-02,  2.947917963344087e-01,  3.107622686621729e-03,  6.081313300103625e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         7|0|mult|2|0|abd|abd; (|(feature_8 * feature_1) - (|feature_3 - feature_1|)|); $\left(\left|\left(feature_{8} feature_{1}\right) - \left(\left|feature_{3} - feature_{1}\right|\right)\right|\right)$; abs((feature_8 .* feature_1) - abs(feature_3 - feature_1)); abs((newdata$feature_8 * newdata$feature_1) - abs(newdata$feature_3 - newdata$feature_1)); feature_8,feature_1,feature_3,feature_1
# 1;  2; Unitless;                                         24|10|abd|12|6|sub|add; ((|feature_25 - feature_11|) + (feature_13 - feature_7)); $\left(\left(\left|feature_{25} - feature_{11}\right|\right) + \left(feature_{13} - feature_{7}\right)\right)$; (abs(feature_25 - feature_11) + (feature_13 - feature_7)); (abs(newdata$feature_25 - newdata$feature_11) + (newdata$feature_13 - newdata$feature_7)); feature_25,feature_11,feature_13,feature_7
# 2;  2; Unitless;                                         21|7|add|13|sqrt|abd; (|(feature_22 + feature_8) - sqrt(feature_14)|); $\left(\left|\left(feature_{22} + feature_{8}\right) - \left(\sqrt{ feature_{14} }\right)\right|\right)$; abs((feature_22 + feature_8) - sqrt(feature_14)); abs((newdata$feature_22 + newdata$feature_8) - sqrt(newdata$feature_14)); feature_22,feature_8,feature_14
# 3;  2; Unitless;                                         16|10|mult|14|10|add|div; ((feature_17 * feature_11) / (feature_15 + feature_11)); $\left(\frac{ \left(feature_{17} feature_{11}\right) }{ \left(feature_{15} + feature_{11}\right) } \right)$; ((feature_17 .* feature_11) ./ (feature_15 + feature_11)); ((newdata$feature_17 * newdata$feature_11) / (newdata$feature_15 + newdata$feature_11)); feature_17,feature_11,feature_15,feature_11
# 4;  2; Unitless;                                         18|21|div|17|nexp|add; ((feature_19 / feature_22) + (exp(-1.0 * feature_18))); $\left(\left(\frac{ feature_{19} }{ feature_{22} } \right) + \left(\exp{ \left(-feature_{18} \right) } \right)\right)$; ((feature_19 ./ feature_22) + exp(-1.0 * (feature_18))); ((newdata$feature_19 / newdata$feature_22) + exp(-1.0 * (newdata$feature_18))); feature_19,feature_22,feature_18
# 5;  2; Unitless;                                         21|11|mult|10|7|add|mult; ((feature_22 * feature_12) * (feature_11 + feature_8)); $\left(\left(feature_{22} feature_{12}\right) \left(feature_{11} + feature_{8}\right)\right)$; ((feature_22 .* feature_12) .* (feature_11 + feature_8)); ((newdata$feature_22 * newdata$feature_12) * (newdata$feature_11 + newdata$feature_8)); feature_22,feature_12,feature_11,feature_8
# Number of Samples Per Task
# Task, n_samples               
# all , 1694                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      ,  Feature 5 Value      
526         ,  3.020000000000000e+00,  2.429043776937421e+00,  0.000000000000000e+00,  1.789816515471852e+00,  5.091436312960976e+00, -3.373209735318587e+00,  1.884189526591655e+00,  3.622100034550855e+02
527         ,  1.240000000000000e+00,  1.409638730846778e+00,  0.000000000000000e+00,  6.025354590785832e-01,  2.347811501057168e+01, -1.369133684449439e+00,  1.120550631516114e+00,  4.372643923418293e+01
528         ,  1.440000000000000e+00,  1.566244818282728e+00,  2.000000000000000e-01,  7.862334220891608e-01,  2.184396526235231e+01, -5.078497477379329e+00,  1.264722417209480e+00,  2.257263384537744e+02
529         ,  1.140000000000000e+00,  1.039010595692229e+00,  0.000000000000000e+00, -2.644554549174478e-01,  7.815518958453513e+00, -9.763281367715694e-01,  1.111682778421538e+00,  2.286305732172885e+01
530         ,  1.540000000000000e+00,  1.572262407285998e+00,  0.000000000000000e+00,  7.144270648312014e-01,  1.823907626471914e+01, -5.080360332042536e-01,  8.134139573845928e-01,  1.317651891069529e+02
531         ,  2.360000000000000e+00,  1.648920799041317e+00,  0.000000000000000e+00,  1.977737316295467e+00,  5.293784451805582e+00, -1.557672942842766e+00,  1.572726697488982e+00,  1.068232932730985e+02
532         ,  1.360000000000000e+00,  1.505085729721166e+00,  0.000000000000000e+00,  6.690361279877488e-01,  9.259379185829182e+00, -4.190464344527824e+00,  1.549164536895361e+00,  1.337585289674237e+02
533         ,  1.440000000000000e+00,  1.151569520757377e+00,  0.000000000000000e+00,  7.543943226098218e-01,  8.142281874762705e+00, -2.852475936233062e+00,  1.402020359633163e-01,  1.363458785989352e+02
534         ,  2.120000000000000e+00,  2.239278620560832e+00,  0.000000000000000e+00,  1.981077472050169e+00,  4.176913898320425e+00, -2.860639462606332e+00,  3.788901768698213e+00,  1.097623534466194e+02
535         ,  1.560000000000000e+00,  1.438618076227381e+00,  0.000000000000000e+00,  1.174569869077466e+00,  1.039112283194206e+01, -2.658048942864016e+00,  1.446620531575424e+00,  7.564503705768415e+01
536         ,  2.740000000000000e+00,  3.116818560966566e+00,  0.000000000000000e+00,  2.638767468385904e+00,  1.869945155359574e-01, -1.480848290410343e+00,  1.232572988077562e+00,  6.069795757054127e+02
537         ,  1.700000000000000e+00,  1.532050406362794e+00,  0.000000000000000e+00,  3.349462963765851e-01,  3.806497759980573e+01,  8.836432063206931e-02,  1.124814084640578e+00,  8.253311234020249e+00
538         ,  9.000000000000001e-01,  1.021591189628859e+00,  0.000000000000000e+00,  6.334434500791433e-01,  1.482296010367329e+01, -1.481309881671257e-01,  2.560676622256479e-01,  2.060290514505802e+01
539         ,  1.040000000000000e+00,  8.021402637436197e-01,  1.945755145620550e-01,  8.269585940070008e-01,  1.763331716968554e+01, -2.045753556438668e+00,  8.770397808025671e-02,  6.313867917503248e+01
540         ,  3.800000000000000e-01,  1.147546774122415e+00,  0.000000000000000e+00,  9.805500905906558e-01,  1.939733002580493e+01, -4.606924116729903e+00,  2.040143558113736e-01,  9.523936658909720e+01
541         ,  1.160000000000000e+00,  9.846615025385039e-01,  0.000000000000000e+00,  3.505976639752356e-01,  1.632183330762268e+01, -4.901607911344650e+00,  1.093661462039771e+00,  8.617525159981294e-01
542         ,  1.560000000000000e+00,  1.710192372884048e+00,  0.000000000000000e+00, -1.777794674760504e-01,  2.801305935365534e+01, -2.327788891902764e+00,  1.087013390932623e+00,  1.677397856026850e+02
543         ,  7.000000000000000e-01,  1.160512676293048e+00,  0.000000000000000e+00,  1.271240377326370e+00,  7.045083551325728e+00, -8.528808433173825e+00,  1.514751104539113e+00,  7.356586650418222e+01
544         ,  5.199999999999999e-01,  8.145749302423050e-01,  0.000000000000000e+00, -9.055873152580562e-02,  5.008134850142536e+00, -4.821540080171195e+00,  1.008676202505352e-01,  1.063970866837995e+02
545         ,  1.820000000000000e+00,  1.192083667675903e+00,  2.000000000000000e-01,  6.913262856490950e-01,  7.763193337830046e+00, -4.179489071088147e+00,  1.232555175800509e+00,  1.615387258007384e+02
546         ,  1.400000000000000e+00,  1.642216280178338e+00,  0.000000000000000e+00,  1.436032060514601e+00,  1.919595147121378e+01, -1.377278203069638e+01,  1.109573136530880e+00,  2.809771761208160e+02
547         ,  3.800000000000000e+00,  3.291032880317700e+00,  0.000000000000000e+00,  3.589052039189592e+00,  4.503051538964347e+01, -1.828942966934618e+00,  1.318400468907195e+00,  4.246715372973474e+02
548         ,  1.960000000000000e+00,  1.569232491508486e+00,  0.000000000000000e+00,  1.405082308461615e+00,  1.872508212072681e-01, -8.750674510215315e+00,  2.538447847462325e+00,  1.361268890331371e+02
549         ,  1.940000000000000e+00,  1.528038344516865e+00,  0.000000000000000e+00,  1.451338557062280e+00,  1.155787755143190e+01, -7.238253818261577e+00,  1.562546517476155e+00,  1.420993594972270e+02
550         ,  9.200000000000002e-01,  1.179298233660621e+00,  0.000000000000000e+00,  4.550286830292796e-01,  1.147756103054840e+01, -8.374232138801678e-01,  1.120306898925950e+00,  2.085953821958176e+01
551         ,  1.620000000000000e+00,  1.226034238552349e+00,  0.000000000000000e+00,  9.756425608261509e-01,  4.341774203135682e+00, -2.887490231786890e-01,  1.169251733038028e+00,  3.458652146512407e+01
552         ,  1.300000000000000e+00,  1.102410187567931e+00,  0.000000000000000e+00, -5.395957574573959e-01,  1.343620370226745e+00, -8.045101387656883e-01,  1.353711945938241e+00,  5.722518927740413e+01
553         ,  2.420000000000000e+00,  1.651395862614862e+00,  0.000000000000000e+00,  6.603483559144925e-01,  3.115249874377412e+00, -5.449680053369391e+00,  1.190877490183027e+00,  2.600616305595752e+02
554         ,  1.860000000000000e+00,  1.554546729914267e+00,  0.000000000000000e+00,  8.561554978879076e-01,  1.094186578148694e+00, -3.936351593471945e+00,  1.941566767710101e+00,  1.375582668433834e+02
555         ,  1.040000000000000e+00,  8.379004370796820e-01,  0.000000000000000e+00,  2.413166761448606e-01,  3.692189035097172e+00, -7.392440918971436e-01,  3.433130801847781e-01,  2.605526225441384e+01
556         ,  2.600000000000001e+00,  2.413747455525983e+00,  0.000000000000000e+00,  1.650504807119363e+00,  1.768498964654563e+01, -5.561376106688747e+00,  1.892370245958795e+00,  3.372989024865157e+02
557         ,  2.540000000000000e+00,  2.517529779802913e+00,  0.000000000000000e+00,  2.723636261651944e+00,  3.233974222187319e+01, -1.903682854962336e+00,  1.509201404823131e+00,  2.486527294527742e+02
558         ,  1.380000000000000e+00,  8.845485101422202e-01,  0.000000000000000e+00,  1.954589047832476e+00,  9.194069107524779e+00, -3.813178753803483e+00,  7.808257640092636e-02,  1.818535667457131e+01
560         ,  1.480000000000000e+00,  1.408637479251484e+00,  0.000000000000000e+00,  1.035968241013342e+00,  4.320614622268060e+00, -1.459209103134851e+00,  1.764115394573622e+00,  5.117313208912500e+01
561         ,  1.160000000000000e+00,  1.310150533753145e+00,  0.000000000000000e+00,  1.030104298354410e+00,  4.991233955709554e+00, -6.775365275417802e+00,  1.909080204200344e+00,  7.806831782005332e+01
562         ,  1.920000000000000e+00,  1.386124923539161e+00,  0.000000000000000e+00,  1.747193200546281e+00,  5.958743417460319e+00, -7.546032711650182e+00,  1.166305953354373e+00,  1.514760316507694e+02
564         ,  1.260000000000000e+00,  1.093026166546774e+00,  0.000000000000000e+00,  1.001526157023257e+00,  9.333667414342269e+00, -5.444159098233926e+00,  1.337874199758871e+00,  2.554546818928877e+01
565         ,  1.100000000000000e+00,  1.128606305146727e+00,  0.000000000000000e+00, -2.773870600087573e-01,  1.746530685135724e+01, -1.216943398826585e+00,  1.230598773735481e+00,  1.735381746917508e+00
566         ,  1.820000000000000e+00,  1.628871897337985e+00,  0.000000000000000e+00,  1.005404596429929e+00,  5.536991338966367e+00, -3.842056741753454e+00,  2.046972002379249e+00,  1.246884049822443e+02
567         ,  1.680000000000000e+00,  1.404381222052154e+00,  0.000000000000000e+00,  1.271088465286903e+00,  2.541773519954937e+00, -4.358130132280823e-01,  5.649571946843530e-01,  1.477374820057825e+02
568         ,  2.820000000000000e+00,  2.794960293756186e+00,  0.000000000000000e+00,  2.390132830824570e+00,  1.293328501901535e+01, -2.487656279022309e+00,  1.323177671639970e+00,  4.625315726736083e+02
569         ,  2.000000000000000e+00,  1.316104095879393e+00,  0.000000000000000e+00,  2.317182935031560e-01,  1.001076599294958e+01, -3.636142201577235e+00,  1.491937649848409e+00,  8.437654031247976e+01
570         ,  3.620000000000000e+00,  3.601146313961351e+00,  0.000000000000000e+00,  2.804683745975367e+00,  4.313502919505262e+01, -2.744153770304241e+00,  1.244388454738961e+00,  5.835223847760660e+02
571         ,  1.999999999999999e-01,  5.028822356050159e-01,  0.000000000000000e+00, -9.518935977506381e-01,  2.032537304003284e+00, -5.194370200899285e+00,  5.929055903090156e-02,  6.220547278078988e+01
573         ,  1.900000000000000e+00,  1.699413894320698e+00,  0.000000000000000e+00,  9.473925868996402e-01,  9.328909847040766e+00, -4.949705424846560e+00,  1.901530599983081e+00,  1.623668866947411e+02
574         ,  1.080000000000000e+00,  1.347066895720097e+00,  0.000000000000000e+00,  7.716250851741394e-01,  8.027585405508781e+00, -8.372776448852203e+00,  1.132082278400297e+00,  1.829456749308291e+02
575         ,  1.420000000000000e+00,  1.226764743993504e+00,  0.000000000000000e+00,  1.673837298294830e+00,  5.272696798067749e+00, -7.129704532299627e+00,  1.159721179082617e+00,  1.008446783856010e+02
576         ,  1.980000000000000e+00,  1.346452375139497e+00,  0.000000000000000e+00,  6.485162393767683e-01,  9.553387916027972e+00, -6.999634957053641e-01,  1.548165795495650e+00,  3.302528731536290e+01
577         ,  1.460000000000000e+00,  1.239201909691096e+00,  0.000000000000000e+00,  1.021196417913963e+00,  6.203112980565990e+00, -2.018573302536483e+00,  4.258754272638101e-01,  1.237678138880078e+02
578         ,  9.000000000000001e-01,  1.043924555966733e+00,  0.000000000000000e+00,  8.093832160279228e-01,  1.053938026926986e+01, -6.910383572851002e+00,  1.409494022668657e+00,  2.586767257866735e+01
579         ,  1.660000000000000e+00,  1.570258584257647e+00,  0.000000000000000e+00,  1.032415335950012e+00,  6.894984307210645e+00, -1.610885533262064e+00,  1.330808231735333e+00,  1.352058245000262e+02
580         ,  1.160000000000000e+00,  1.386802030508034e+00,  0.000000000000000e+00,  6.752217144565912e-01,  4.576146259279561e+00, -1.919371173094397e+00,  1.331119754812243e+00,  1.047342199877997e+02
581         ,  1.020000000000000e+00,  1.024006464489473e+00,  0.000000000000000e+00,  5.543534068240168e-01,  4.621737831778205e+00, -2.943895639642296e+00,  1.089780043544856e+00,  2.988862618703556e+01
582         ,  1.220000000000000e+00,  1.298490936906781e+00,  0.000000000000000e+00,  5.604533209449285e-01,  3.312813573573443e-01, -4.991115590865872e+00,  1.732998710061176e+00,  1.048007083151950e+02
583         ,  1.520000000000000e+00,  1.141460554718663e+00,  0.000000000000000e+00, -1.037599874117729e-01,  1.590362288203437e+01, -3.519940684570755e+00,  1.124515196095670e+00,  4.853943876763663e+01
585         ,  9.600000000000000e-01,  8.450224841601908e-01,  2.000000000000000e-01,  6.196985711829357e-01,  3.844153194521667e-01, -8.517866844103711e-01,  1.410330217390158e+00,  2.137391695393156e+01
586         ,  7.200000000000000e-01,  8.866316186336723e-01,  2.000000000000000e-01,  7.101227015739712e-01,  1.438137018006415e+00, -3.931494708658655e+00,  1.162258277589900e+00,  9.358849669436331e+01
587         ,  1.160000000000000e+00,  8.318477556093526e-01,  0.000000000000000e+00,  1.601039714024857e-01,  4.647252873121985e+00, -6.259883022356505e+00,  1.125951378942528e+00,  2.679082005258946e+01
588         ,  9.600000000000000e-01,  1.420128778472755e+00,  0.000000000000000e+00,  1.221698845965385e+00,  8.533085411271315e+00, -2.440388841428512e+00,  1.273120038518610e+00,  8.943177362114216e+01
589         ,  2.200000000000000e+00,  1.808297938460050e+00,  0.000000000000000e+00,  8.246867860556274e-01,  2.700823603516974e+01, -9.985589534512661e+00,  1.165757422525023e+00,  2.651061192518242e+02
590         ,  1.540000000000000e+00,  1.463825836856251e+00,  0.000000000000000e+00,  1.610099185666186e+00,  6.788274329906422e+00, -3.098290976473868e+00,  1.296991847734241e+00,  1.029910450650310e+02
592         ,  4.200000000000000e+00,  4.768101262565051e+00,  0.000000000000000e+00,  3.753790721025823e+00,  3.084398801199846e+01, -1.386763234650610e+00,  2.409013350528155e+00,  8.464201670059130e+02
594         ,  1.920000000000000e+00,  1.428943643372849e+00,  0.000000000000000e+00,  1.770685380987286e+00,  1.381994902689831e+01, -3.608060502282937e+00,  1.346626168594861e+00,  5.693104870827010e+01
595         ,  1.440000000000000e+00,  1.583081627721979e+00,  0.000000000000000e+00,  2.325710492134343e+00,  1.028053844427681e+01, -4.992454785171465e+00,  1.143010023090020e+00,  1.392541480662863e+02
597         ,  1.780000000000000e+00,  2.137806503001903e+00,  0.000000000000000e+00,  1.491869278967981e+00,  3.533453306078468e+01, -4.743554371575746e+00,  1.117612894458674e+00,  2.387848790524117e+02
599         ,  1.500000000000000e+00,  1.441027570425957e+00,  0.000000000000000e+00,  1.283402866908022e+00,  1.066967576548151e+01, -3.043276115689819e+00,  1.206597317332730e+00,  9.913293475112086e+01
600         ,  2.540000000000000e+00,  2.601866606090990e+00,  0.000000000000000e+00,  8.697358501498251e-01,  4.640070121552804e+01, -5.105761600031337e+00,  1.173923338104078e+00,  3.634449636962538e+02
601         ,  1.460000000000000e+00,  1.298371849135322e+00,  0.000000000000000e+00,  1.518439092605266e+00,  6.072187894892743e+00, -2.278542461885011e+00,  1.266621867054792e+00,  4.780862284336209e+01
602         ,  2.799999999999999e-01,  9.616734734163462e-01,  0.000000000000000e+00, -1.306502649978001e-01,  2.351364349280857e+00, -5.512787106265286e+00,  1.639128143831046e+00,  3.086766522390787e+01
603         ,  1.080000000000000e+00,  1.362460577819547e+00,  0.000000000000000e+00,  1.148313298478474e+00,  1.836818195669963e+00, -6.546749155235589e-01,  1.207713148829109e+00,  8.429016850856331e+01
604         ,  1.520000000000000e+00,  1.563749017300865e+00,  0.000000000000000e+00,  1.214228048577148e+00,  9.941651164925162e+00, -3.066555099580213e-01,  1.403038601103523e+00,  8.727026069106071e+01
605         ,  1.040000000000000e+00,  1.020897083812710e+00,  0.000000000000000e+00,  2.144870263092101e-01,  9.143020001220702e+00, -5.800950650745836e+00,  1.128224451375172e+00,  5.895769964990411e+01
606         ,  1.800000000000000e+00,  1.745729358852974e+00,  2.000000000000000e-01,  1.669694253194513e+00,  6.768838655769088e+00, -2.939357852282444e+00,  1.660904972047897e+00,  2.475821505942815e+02
607         ,  1.320000000000001e+00,  9.956807180088387e-01,  0.000000000000000e+00,  2.048663661716288e-01,  8.610957698234714e+00, -1.099379716878547e+01,  1.977648800136125e-01,  2.151595494299370e+02
609         ,  1.220000000000000e+00,  1.604869641519980e+00,  0.000000000000000e+00,  1.097089533819362e+00,  4.024724503186707e+00, -4.070208788288605e+00,  1.286739617488178e+00,  1.953816099195101e+02
610         ,  8.800000000000001e-01,  1.021589030841834e+00,  0.000000000000000e+00,  2.665284589277245e-01,  4.817698720344996e+00, -1.924574156774017e+00,  1.165543182979095e+00,  1.794950484390773e+01
611         ,  2.700000000000000e+00,  2.468665870431118e+00,  0.000000000000000e+00,  2.947257954879744e+00,  1.713983576098787e+01, -2.464784265774624e+00,  1.657340271712857e+00,  2.851069137043158e+02
612         ,  1.180000000000000e+00,  1.538131045889307e+00,  0.000000000000000e+00,  7.944965916549460e-01,  2.068661797511651e+01, -1.991999028268079e+00,  3.123047764087715e-01,  1.753327526647626e+02
613         ,  1.980000000000000e+00,  2.311335333910702e+00,  0.000000000000000e+00,  2.329228363738536e+00,  4.248483272848475e+00, -3.336226750162119e+00,  3.336275766803435e+00,  1.686366357600696e+02
614         ,  2.240000000000000e+00,  1.298770276296320e+00,  0.000000000000000e+00,  9.013352413915359e-01,  1.167777054855357e+01, -5.162987058783733e+00,  1.149078190105747e+00,  9.927456927622276e+01
615         ,  1.060000000000000e+00,  1.125786385476090e+00,  0.000000000000000e+00, -3.061227314016394e-01,  1.489279368334687e+01, -1.630298976991084e+00,  1.191210862850109e+00,  2.287984223803013e+01
617         ,  1.580000000000000e+00,  1.171271023640121e+00,  0.000000000000000e+00,  9.592350056781263e-01,  4.693505730422739e+00, -7.144455919305634e+00,  1.868668551591100e+00,  4.651591670580314e+01
618         ,  1.060000000000000e+00,  1.425593323950818e+00,  0.000000000000000e+00,  7.065429016298066e-01,  2.126329392495227e+01, -3.541596338164502e+00,  5.494934030700795e-01,  1.394043021572460e+02
619         ,  2.680000000000000e+00,  1.861238096858986e+00,  2.000000000000000e-01,  7.597686329429091e-01,  4.150102378632698e+01, -4.524837304280695e+00,  9.381869716894722e-02,  3.382013292322788e+02
620         ,  5.400000000000000e-01,  8.863742563740932e-01,  0.000000000000000e+00,  1.495974941707384e+00,  1.054632265799550e+01, -6.252749450495351e+00,  5.547340781498695e-02,  6.737872356037437e+01
621         ,  1.940000000000000e+00,  2.137564600323873e+00,  0.000000000000000e+00,  4.556976681506577e-01,  2.689914214903133e+01,  2.488150204521235e+00,  1.823422631384652e+00,  1.474827721285594e+02
622         ,  2.800000000000000e+00,  2.230891103685579e+00,  0.000000000000000e+00,  1.308842588564648e+00,  2.045879472037841e+01, -7.576722504392636e+00,  1.207940969197216e+00,  3.729958826968628e+02
623         ,  9.600000000000000e-01,  1.287299519481363e+00,  0.000000000000000e+00,  1.158556631487904e+00,  3.793330249473421e+00, -3.773422173018768e+00,  1.371723061865184e+00,  7.954976542184217e+01
624         ,  1.560000000000000e+00,  1.115335297146627e+00,  0.000000000000000e+00,  1.210766959128568e+00,  1.146510751746121e+00, -2.655486188263973e+00,  1.125062869918427e+00,  4.145885696160293e+01
627         ,  1.140000000000000e+00,  8.310189225702244e-01,  0.000000000000000e+00,  2.195711801484379e-01,  1.469337802542348e+00, -3.412998502891037e+00,  1.402926844237591e-01,  9.151656769140762e+01
628         ,  4.600000000000000e-01,  1.282858006872580e+00,  0.000000000000000e+00,  6.595554953050222e-01,  4.375785451161654e+00, -3.120423899947740e+00,  9.270751651095734e-01,  1.280722789239409e+02
629         ,  1.400000000000000e+00,  1.385698529390441e+00,  0.000000000000000e+00,  1.766295249312770e+00,  1.235366490537911e+01, -4.867236648623726e-01,  5.212361351867937e-01,  8.387936859039489e+01
630         ,  2.260000000000000e+00,  2.653207376413548e+00,  0.000000000000000e+00,  2.930664860477954e+00,  6.157783649350897e+00, -3.892434893335095e+00,  1.436915690577016e+00,  4.346719589555422e+02
631         ,  1.520000000000000e+00,  1.271290745746911e+00,  0.000000000000000e+00,  1.124103660867486e+00,  2.280660239372772e+00, -4.635268907498413e+00,  1.700492443615659e+00,  6.340675163016914e+01
632         ,  1.820000000000000e+00,  1.579300081984385e+00,  2.000000000000000e-01,  1.152722522482448e+00,  2.154832561542051e+01, -3.326941193938145e+00,  1.246810765492707e+00,  1.938297268832126e+02
633         ,  1.999999999999999e-01,  1.364632111736616e+00,  0.000000000000000e+00,  1.244853485750342e+00,  6.702171951208975e+00, -6.738420345470884e+00,  1.114327398063459e+00,  1.544999348978236e+02
634         ,  1.240000000000000e+00,  8.069766833969726e-01,  0.000000000000000e+00,  8.147606864499248e-01,  8.023723814380208e+00, -3.439823150597118e+00,  1.756749695291806e-01,  2.854488947423599e+01
635         ,  4.360000000000000e+00,  1.863468602600544e+00,  6.024197035698642e-02,  1.140259271138884e+00,  1.399637441880442e+01, -3.569999688705615e+00,  1.175323862175353e+00,  2.643865563552763e+02
636         ,  1.280000000000000e+00,  1.526817556573429e+00,  0.000000000000000e+00,  1.869330814962682e+00,  9.162125717153728e+00, -1.125833412454786e+01,  1.186052086675650e+00,  2.283724866470192e+02
637         ,  2.040000000000000e+00,  1.838787353767414e+00,  0.000000000000000e+00,  6.637118788247378e-01,  2.854628171987438e+01, -1.020583221065890e+01,  1.151329137693339e+00,  2.789198041650207e+02
639         ,  1.280000000000000e+00,  1.070226179970432e+00,  0.000000000000000e+00,  1.791229183248723e-01,  2.024182339996739e+01, -6.734942231770286e-03,  1.927542591028086e-01,  3.416146719489727e+01
641         ,  1.620000000000000e+00,  1.566686192001864e+00,  0.000000000000000e+00,  1.955890630626732e+00,  1.057761947308114e+01, -3.531961324110755e+00,  1.452660979380810e+00,  9.716892481019235e+01
643         ,  1.600000000000000e+00,  1.103486029631527e+00,  0.000000000000000e+00,  1.488698590511685e-01,  1.096097847482757e+01, -2.677627777597540e+00,  1.008193497748618e+00,  4.736666854733416e+01
644         ,  1.320000000000001e+00,  1.278221781559493e+00,  0.000000000000000e+00,  1.497556509775607e+00,  2.908400404497357e+00, -6.454869074915367e-01,  5.371064722024986e-01,  1.022469536130489e+02
646         ,  3.200000000000000e+00,  1.289740661767069e+00,  0.000000000000000e+00,  6.226721997387699e-01,  5.527657552769078e+00, -5.624556782818413e+00,  1.413940302453710e+00,  1.158258384708879e+02
647         ,  1.020000000000000e+00,  1.044934350964012e+00,  0.000000000000000e+00,  2.694172047177559e-01,  1.575031090538552e+01, -2.453645830344149e+00,  2.056060619470589e-01,  7.563622060199664e+01
648         ,  1.100000000000000e+00,  1.540699481210991e+00,  0.000000000000000e+00,  2.290216269908673e+00,  3.967977344768663e+00, -9.508783377413490e-01,  1.359601029181712e+00,  7.724763409613823e+01
649         ,  9.600000000000000e-01,  8.058894539942457e-01,  0.000000000000000e+00, -2.358387568651151e-01,  1.089159806411742e+01, -1.175688021522842e+00,  1.807664535402636e-01,  2.427369719282456e+01
650         ,  1.180000000000000e+00,  1.447637449601392e+00,  0.000000000000000e+00,  1.115261321621676e+00,  2.124936918140605e+00, -1.757844716241692e+00,  1.452961655790417e+00,  1.040366633952765e+02
651         ,  1.380000000000000e+00,  1.250531260250251e+00,  0.000000000000000e+00,  6.116850437454285e-01,  1.395875317593810e+01, -9.933659793470609e-01,  5.094215879347230e-01,  8.684199723881778e+01
652         ,  1.580000000000000e+00,  1.759021034393365e+00,  0.000000000000000e+00, -4.548037965214274e-01,  5.194929082125577e+01,  2.336523692585370e+00,  1.212678022856847e+00,  1.090234850152394e+01
653         ,  1.820000000000000e+00,  1.614901337893991e+00,  0.000000000000000e+00,  7.737294006607203e-01,  5.949056181867995e+00, -1.650800737566396e+00,  1.320730011137210e+00,  1.654069523815315e+02
654         ,  8.000000000000003e-01,  9.552898826628543e-01,  2.000000000000000e-01,  4.978025606650258e-01,  1.805691120349984e+01, -4.879793050987502e+00,  1.104131684320971e+00,  6.957486822076197e+01
655         ,  1.500000000000000e+00,  1.203637665209383e+00,  0.000000000000000e+00,  9.047680218974442e-01,  4.313180434697188e+00, -1.710083409261967e+00,  1.150945301690841e+00,  5.209121566258712e+01
656         ,  1.680000000000000e+00,  1.736860154602643e+00,  0.000000000000000e+00,  5.662638069039851e-01,  2.835498578778487e+01, -9.850112332970719e+00,  1.173919981468276e+00,  2.436192631566586e+02
657         ,  1.600000000000000e+00,  1.394734155791588e+00,  0.000000000000000e+00,  1.667702175335963e+00,  2.221673958389804e+00, -2.966904178714031e+00,  1.429862697537734e+00,  8.419184036925350e+01
658         ,  9.999999999999989e-02,  1.269750827321451e+00,  3.363420990951016e-02,  4.291007365261532e-01,  6.628666466835107e+00, -4.312681819135025e+00,  1.123428441546879e+00,  1.367792100641103e+02
659         ,  1.600000000000000e+00,  1.511525439962313e+00,  2.000000000000000e-01,  2.593270890210004e+00,  6.308829890091189e+00, -2.061645389183006e+00,  1.430190077810640e+00,  1.475311117403655e+02
660         ,  1.000000000000000e+00,  1.067357926883863e+00,  0.000000000000000e+00,  3.238703317424432e-01,  9.869998565505202e+00, -3.187593914363482e-03,  4.511628682154808e-01,  4.876978497753581e+01
661         ,  3.540000000000000e+00,  3.361101988395098e+00,  0.000000000000000e+00,  2.461795253133282e+00,  5.127128445915697e+01, -4.724357072217417e+00,  1.114712600109252e+00,  5.240807782218941e+02
662         ,  8.600000000000001e-01,  7.450354000074326e-01,  0.000000000000000e+00,  4.513026455473790e-01,  2.889545197621121e+00, -2.928967795215044e+00,  2.206119886801057e-01,  3.404187112882576e+01
663         ,  1.240000000000000e+00,  1.027768717659290e+00,  0.000000000000000e+00, -2.451524181584765e-01,  6.220834778929760e+00, -3.467773360550184e+00,  1.234872526165766e+00,  4.902103904365028e+01
